序号,question{idx}_model_sample_size,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,mean_memory
1523,question_9_aime_Qwen3-32B_S4,32,2,1,3,1,0.0,0.6804885687419882,1559.0,5729.333333333333,3.840294559192883e+16,236133120595114.66
1524,question_9_aime_Qwen3-32B_S2,32,2,1,3,1,0.0,0.718196595872433,1134.3333333333333,2014.0,1.9626648669356204e+16,122521378211328.0
1525,question_9_aime_Qwen3-32B_S1,32,2,1,3,1,0.0,0.3000367752537001,1301.6666666666667,1301.6666666666667,1.6686801546555392e+16,104907997606570.67
1526,question_9_aime_Qwen3-32B_S16,16,4,2,3,1,0.0,0.8090639930856476,957.0,28645.0,5.265668032319283e+16,292629370595328.0
1527,question_9_aime_Qwen3-32B_S8,16,4,2,3,1,0.0,0.7222041008812067,1048.3333333333333,15445.666666666666,4.47173927941574e+16,261867772088320.0
1528,question_9_aime_Qwen3-32B_S4,16,4,2,3,1,0.0,0.719488453952556,922.0,7915.333333333333,3.205557796463923e+16,192830885047125.34
1529,question_9_aime_Qwen3-32B_S2,16,4,2,3,1,0.0,0.6529272072709832,974.0,3795.0,2.0954919865286316e+16,128501552498688.0
1530,question_9_aime_Qwen3-32B_S1,16,4,2,3,1,0.0,0.6076266640256773,1131.6666666666667,2247.3333333333335,1.8744596687627264e+16,116465275976874.67
1531,question_9_aime_Qwen3-32B_S8,8,8,2,3,1,0.0,0.8087456832507233,730.0,14514.0,6.074154303025408e+16,346446027055616.0
1532,question_9_aime_Qwen3-32B_S4,8,8,2,3,1,0.0,0.7889732082074908,718.0,5650.666666666667,2.563624970360013e+16,149921300916906.66
1533,question_9_aime_Qwen3-32B_S2,8,8,2,3,1,0.0,0.668954687107977,1779.6666666666667,4723.666666666667,3.913532295709628e+16,235081192211114.66
1534,question_9_aime_Qwen3-32B_S1,8,8,2,3,1,0.0,0.7314261718589169,1303.6666666666667,2618.3333333333335,2.6126964133960364e+16,158653402160298.66
1535,question_9_aime_Qwen3-32B_S4,4,16,4,3,1,0.0,0.83922641515613,742.0,9876.0,2.5917728348552704e+16,142046039275520.0
1536,question_9_aime_Qwen3-32B_S2,4,16,4,3,1,0.0,0.7500331303235469,675.6666666666666,5278.666666666667,2.1365801019153068e+16,123728681677653.33
1537,question_9_aime_Qwen3-32B_S1,4,16,4,3,1,0.0,0.6887590282449558,592.3333333333334,2365.3333333333335,1.4556213276434432e+16,87767510255957.33
1538,question_9_aime_Qwen3-32B_S2,2,32,4,3,1,0.0,0.7092054610513272,2199.0,11215.0,6.606558823852083e+16,354639619171328.0
1539,question_9_aime_Qwen3-32B_S1,2,32,4,3,1,0.0,0.646935488425744,1132.3333333333333,4546.0,3.2325352018808148e+16,180543354741077.34
1540,question_9_aime_Qwen3-32B_S1,1,64,4,3,1,0.0,0.7218398090718573,510.0,1985.0,1.2113918012264448e+16,64358289814528.0
1541,question_9_aime_Qwen3-14B_S64,64,1,1,3,1,0.0,0.6835255184238939,724.0,85154.0,6.434716626945331e+16,356101539963648.0
1542,question_9_aime_Qwen3-14B_S32,64,1,1,3,1,0.0,0.6665008717719592,1141.3333333333333,45205.333333333336,4.625981670476783e+16,265942663027712.0
1543,question_9_aime_Qwen3-14B_S16,64,1,1,3,1,0.0,0.6050101730546587,852.3333333333334,18175.0,2.9517674042465876e+16,178680905484629.34
1544,question_9_aime_Qwen3-14B_S8,64,1,1,3,1,0.0,0.5971435623172842,1203.0,9551.0,2.165180767852032e+16,132968160982528.0
1545,question_9_aime_Qwen3-14B_S4,64,1,1,3,1,0.0,0.4626778798708128,1651.3333333333333,4908.666666666667,1.4417856128125782e+16,88989014366293.33
1546,question_9_aime_Qwen3-14B_S2,64,1,1,3,1,0.0,0.5621862342953662,1539.6666666666667,2673.3333333333335,1.0316408206134614e+16,64487442067200.0
1547,question_9_aime_Qwen3-14B_S1,64,1,1,3,1,0.0,0.3865705536012367,1479.0,1479.0,7103571277878955.0,44404336339200.0
1548,question_9_aime_Qwen3-14B_S32,32,2,1,3,1,0.0,0.7771458602548283,1032.0,41588.0,5.815975861544397e+16,321282313525248.0
1549,question_9_aime_Qwen3-14B_S16,32,2,1,3,1,0.0,0.707136723744561,1408.6666666666667,22366.0,4.3091424390618536e+16,247380538768042.66
1550,question_9_aime_Qwen3-14B_S8,32,2,1,3,1,0.0,0.7238833983516303,1215.3333333333333,10086.666666666666,2.6132666521096276e+16,156165142472704.0
1551,question_9_aime_Qwen3-14B_S4,32,2,1,3,1,0.0,0.6402774711846785,1619.0,5378.333333333333,2.008705207027038e+16,122756814601386.67
1552,question_9_aime_Qwen3-14B_S2,32,2,1,3,1,0.0,0.5451802481534912,1367.6666666666667,1938.0,1.0571419145251328e+16,65604246332501.336
1553,question_9_aime_Qwen3-14B_S1,32,2,1,3,1,0.0,0.39282292618712616,1565.0,1565.0,9900255443472726.0,61171457826730.664
1554,question_9_aime_Qwen3-14B_S16,16,4,2,3,1,0.0,0.6860206366995928,1129.0,33438.0,4.162150576850739e+16,234971994499072.0
1555,question_9_aime_Qwen3-14B_S8,16,4,2,3,1,0.0,0.6651513544550888,721.0,16515.666666666668,2.7966151949776468e+16,162836826262698.66
1556,question_9_aime_Qwen3-14B_S4,16,4,2,3,1,0.0,0.673420302885826,1253.0,8219.333333333334,1.89348354334941e+16,112962996147626.67
1557,question_9_aime_Qwen3-14B_S2,16,4,2,3,1,0.0,0.555729607221276,1148.3333333333333,4278.333333333333,1.3753650702906538e+16,84294502939562.67
1558,question_9_aime_Qwen3-14B_S1,16,4,2,3,1,0.0,0.4516269351541749,1003.0,2001.3333333333333,8083875434591488.0,49681817417386.664
1559,question_9_aime_Qwen3-14B_S8,8,8,2,3,1,0.0,0.8430588582238631,865.0,13372.0,1.7955017635534336e+16,92281076341504.0
1560,question_9_aime_Qwen3-14B_S4,8,8,2,3,1,0.0,0.830725387545621,1027.3333333333333,6823.0,1.3526204469704192e+16,74876982889216.0
1561,question_9_aime_Qwen3-14B_S2,8,8,2,3,1,0.0,0.7276765340714432,764.0,3069.6666666666665,8613602531571371.0,50322948016213.336
1562,question_9_aime_Qwen3-14B_S1,8,8,2,3,1,0.0,0.6848931849287719,986.0,1947.3333333333333,7533438415008427.0,44827471493717.336
1563,question_9_aime_Qwen3-14B_S4,4,16,4,3,1,0.0,0.7371373281381461,640.0,15535.0,3.525651869858048e+16,194435232752384.0
1564,question_9_aime_Qwen3-14B_S2,4,16,4,3,1,0.0,0.7358751101765805,548.0,5288.0,1.1925552146104576e+16,67642656269482.664
1565,question_9_aime_Qwen3-14B_S1,4,16,4,3,1,0.0,0.5705602187834963,837.3333333333334,3307.0,1.0380110845097728e+16,60353928107776.0
1566,question_9_aime_Qwen3-14B_S2,2,32,4,3,1,0.0,0.5025271483634819,611.0,4894.0,1.922480070498893e+16,110701155290880.0
1567,question_9_aime_Qwen3-14B_S1,2,32,4,3,1,0.0,0.48585772105722613,622.6666666666666,2440.0,1.2834730735251712e+16,76373814819584.0
1568,question_9_aime_Qwen3-14B_S1,1,64,4,3,1,0.0,0.6066568692290668,706.0,2830.0,1.430916520214272e+16,74816127866368.0
1569,question_9_aime_Qwen3-8B_S64,64,1,1,3,1,0.0,0.669144970254041,829.0,142050.0,6.90569522512151e+16,261734953902848.0
1570,question_9_aime_Qwen3-8B_S32,64,1,1,3,1,0.0,0.6490066067519819,1643.3333333333333,72278.66666666667,4.737756287246592e+16,209803697212586.66
1571,question_9_aime_Qwen3-8B_S16,64,1,1,3,1,0.0,0.633085513903419,1163.3333333333333,37283.0,3.3925865965546836e+16,168081040274261.34
1572,question_9_aime_Qwen3-8B_S8,64,1,1,3,1,0.0,0.6150793037716956,1950.3333333333333,20796.0,2.5309187494006444e+16,132834214708992.0
1573,question_9_aime_Qwen3-8B_S4,64,1,1,3,1,0.0,0.46266204509724146,1975.6666666666667,8035.333333333333,1.457014617053935e+16,83296072494165.33
1574,question_9_aime_Qwen3-8B_S2,64,1,1,3,1,0.0,0.36699338553373967,1622.0,3325.0,6982545906988288.0,41413251625984.0
1575,question_9_aime_Qwen3-8B_S1,64,1,1,3,1,0.0,0.20708714971288233,2333.6666666666665,2333.6666666666665,6513489472418731.0,39073601888085.336
1576,question_9_aime_Qwen3-8B_S32,32,2,1,3,1,0.0,0.8192468623508584,1287.0,57277.0,4.804118531078374e+16,204038432332544.0
1577,question_9_aime_Qwen3-8B_S16,32,2,1,3,1,0.0,0.7718483856840884,1340.0,28517.0,3.167521110927394e+16,151737195378090.66
1578,question_9_aime_Qwen3-8B_S8,32,2,1,3,1,0.0,0.6743525710695492,1288.3333333333333,14264.0,2.2848798073937836e+16,118687107696128.0
1579,question_9_aime_Qwen3-8B_S4,32,2,1,3,1,0.0,0.7181123313694636,1208.6666666666667,7477.666666666667,1.6510319697905664e+16,91570526429696.0
1580,question_9_aime_Qwen3-8B_S2,32,2,1,3,1,0.0,0.5326318897186603,1666.3333333333333,3646.3333333333335,9087583728160682.0,52103895767381.336
1581,question_9_aime_Qwen3-8B_S1,32,2,1,3,1,0.0,0.22060890193604396,1796.6666666666667,1796.6666666666667,6785827124446037.0,38609565405013.336
1582,question_9_aime_Qwen3-8B_S16,16,4,2,3,1,0.0,0.7102635866662047,1758.0,50583.0,4.277477689623782e+16,186227697397248.0
1583,question_9_aime_Qwen3-8B_S8,16,4,2,3,1,0.0,0.6789624084703026,1635.0,23700.333333333332,2.505928034758946e+16,124712466561450.67
1584,question_9_aime_Qwen3-8B_S4,16,4,2,3,1,0.0,0.5734039497410583,1582.3333333333333,11569.0,1.7496009266209024e+16,92910089122645.33
1585,question_9_aime_Qwen3-8B_S2,16,4,2,3,1,0.0,0.5650644454695483,1392.3333333333333,4930.0,9003747852302592.0,51362380168704.0
1586,question_9_aime_Qwen3-8B_S1,16,4,2,3,1,0.0,0.45765314119272155,1187.6666666666667,2379.0,5320175859130880.0,31294603948373.332
1587,question_9_aime_Qwen3-8B_S8,8,8,2,3,1,0.0,0.5861288324745859,1842.0,21606.0,2.9595854564770304e+16,135879711054592.0
1588,question_9_aime_Qwen3-8B_S4,8,8,2,3,1,0.0,0.5416793911442811,1265.0,10808.333333333334,1.9947074910553772e+16,100238723477418.67
1589,question_9_aime_Qwen3-8B_S2,8,8,2,3,1,0.0,0.5554194943957795,1295.6666666666667,5690.0,1.3218541685191936e+16,70257479460693.336
1590,question_9_aime_Qwen3-8B_S1,8,8,2,3,1,0.0,0.4746041842614815,933.0,1860.6666666666667,4991626179019008.0,28836938475264.0
1591,question_9_aime_Qwen3-8B_S4,4,16,4,3,1,0.0,0.7420877884206617,776.0,18392.0,2.059982441476992e+16,93008623872768.0
1592,question_9_aime_Qwen3-8B_S2,4,16,4,3,1,0.0,0.4758928018785517,854.3333333333334,9848.333333333334,1.4343379627683072e+16,70478687242666.67
1593,question_9_aime_Qwen3-8B_S1,4,16,4,3,1,0.0,0.5066576012703541,1171.3333333333333,4729.0,8755131298304512.0,45290743319381.336
1594,question_9_aime_Qwen3-8B_S2,2,32,4,3,1,0.0,0.7930311402263329,937.0,10393.0,1.7556756068671232e+16,76376567597568.0
1595,question_9_aime_Qwen3-8B_S1,2,32,4,3,1,0.0,0.7703205399232642,1175.6666666666667,4726.0,9706496992646656.0,46770009657941.336
1596,question_9_aime_Qwen3-8B_S1,1,64,4,3,1,0.0,0.5018110326454479,948.0,3801.0,8197114795889408.0,36003943273728.0
1597,question_9_aime_Qwen3-4B_S64,64,1,1,3,1,0.0,0.7678673704310283,975.0,122952.0,3.950055310687027e+16,117528666220544.0
1598,question_9_aime_Qwen3-4B_S32,64,1,1,3,1,0.0,0.7226158458304143,1136.6666666666667,59022.0,2.3137562712558764e+16,85978081869994.67
1599,question_9_aime_Qwen3-4B_S16,64,1,1,3,1,0.0,0.655310869968221,1138.3333333333333,29360.333333333332,1.5730155910130006e+16,68028756083200.0
1600,question_9_aime_Qwen3-4B_S8,64,1,1,3,1,0.0,0.5806422429635276,1150.6666666666667,14602.666666666666,9290633773320022.0,44924791453866.664
1601,question_9_aime_Qwen3-4B_S4,64,1,1,3,1,0.0,0.4899820043272616,1542.0,8074.0,7019986363870549.0,36821747607210.664
1602,question_9_aime_Qwen3-4B_S2,64,1,1,3,1,0.0,0.3366031793753857,1532.6666666666667,4036.3333333333335,4877929842965675.0,26076854851925.332
1603,question_9_aime_Qwen3-4B_S1,64,1,1,3,1,0.0,0.25489954948521837,2091.6666666666665,2091.6666666666665,3070425697880234.5,17489492434773.334
1604,question_9_aime_Qwen3-4B_S32,32,2,1,3,1,0.0,0.7435095475930765,1881.0,45323.0,2.140649695800013e+16,75763871321088.0
1605,question_9_aime_Qwen3-4B_S16,32,2,1,3,1,0.0,0.7117461709923881,1603.6666666666667,23485.333333333332,1.4310641246542506e+16,58616083335850.664
1606,question_9_aime_Qwen3-4B_S8,32,2,1,3,1,0.0,0.7213240278477228,1625.3333333333333,11085.0,8978825249596587.0,42365603733333.336
1607,question_9_aime_Qwen3-4B_S4,32,2,1,3,1,0.0,0.7041907295802199,1081.0,6197.0,6713130900204032.0,33829988897962.668
1608,question_9_aime_Qwen3-4B_S2,32,2,1,3,1,0.0,0.47168014483677556,1826.0,3614.3333333333335,4860349684390059.0,26087790532266.668
1609,question_9_aime_Qwen3-4B_S1,32,2,1,3,1,0.0,0.5722595286837372,1416.3333333333333,1416.3333333333333,2398218173754368.0,13466717307392.0
1610,question_9_aime_Qwen3-4B_S16,16,4,2,3,1,0.0,0.8183974005146606,1598.0,49182.0,2.522228636771635e+16,89927716733952.0
1611,question_9_aime_Qwen3-4B_S8,16,4,2,3,1,0.0,0.7381949424964299,1100.6666666666667,24783.333333333332,1.564778133133295e+16,62504764147712.0
1612,question_9_aime_Qwen3-4B_S4,16,4,2,3,1,0.0,0.6520224506324873,1313.0,13200.666666666666,1.0641269228379478e+16,47722758675285.336
1613,question_9_aime_Qwen3-4B_S2,16,4,2,3,1,0.0,0.5443467123954476,2312.0,10076.666666666666,1.1438397476870998e+16,53190443326293.336
1614,question_9_aime_Qwen3-4B_S1,16,4,2,3,1,0.0,0.6686149288199386,1908.6666666666667,3808.6666666666665,4534826353151659.0,23247276443136.0
1615,question_9_aime_Qwen3-4B_S8,8,8,2,3,1,0.0,0.6843715408306181,1673.0,15943.0,9591515391071744.0,36277486363648.0
1616,question_9_aime_Qwen3-4B_S4,8,8,2,3,1,0.0,0.669200149505906,1101.6666666666667,7997.0,6067502481102507.0,26399872083456.0
1617,question_9_aime_Qwen3-4B_S2,8,8,2,3,1,0.0,0.669200149505906,1101.6666666666667,3700.3333333333335,3656213201071957.5,17687085896192.0
1618,question_9_aime_Qwen3-4B_S1,8,8,2,3,1,0.0,0.5975115108673514,853.3333333333334,1712.3333333333333,2179420752452778.8,11608622629034.666
1619,question_9_aime_Qwen3-4B_S4,4,16,4,3,1,0.0,0.6804934827742906,732.0,18265.0,1.2491327938125824e+16,48540982779392.0
1620,question_9_aime_Qwen3-4B_S2,4,16,4,3,1,0.0,0.5787018688053016,745.6666666666666,10058.0,8381590009383765.0,35430688300032.0
1621,question_9_aime_Qwen3-4B_S1,4,16,4,3,1,0.0,0.5172419616429919,1287.0,5182.666666666667,4997167474432853.0,22527175145130.668
1622,question_9_aime_Qwen3-4B_S2,2,32,4,3,1,0.0,0.8691491317337886,1093.0,8654.0,7205166832685056.0,25512911070208.0
1623,question_9_aime_Qwen3-4B_S1,2,32,4,3,1,0.0,0.7847966492777032,1077.6666666666667,4312.333333333333,4485598003237376.0,18620860293120.0
1624,question_9_aime_Qwen3-4B_S1,1,64,4,3,1,0.0,0.8156973920476775,1199.0,4792.0,7651126649136640.0,28493283331584.0
1625,question_9_aime_Qwen3-1.7B_S64,64,1,1,3,1,0.0,0.4233809166454107,1467.0,44177.0,7521417482019840.0,29904194747392.0
1626,question_9_aime_Qwen3-1.7B_S32,64,1,1,3,1,0.0,0.35175433567199516,1067.6666666666667,23160.333333333332,5108369416361643.0,22605736280064.0
1627,question_9_aime_Qwen3-1.7B_S16,64,1,1,3,1,0.0,0.2366114931719623,846.0,9856.666666666666,2109951292397312.0,10577265478826.666
1628,question_9_aime_Qwen3-1.7B_S8,64,1,1,3,1,0.0,0.3801379591261433,1246.0,5604.666666666667,1773820132805802.8,9445055694592.0
1629,question_9_aime_Qwen3-1.7B_S4,64,1,1,3,1,0.0,0.2343557796949904,740.3333333333334,2598.0,1058194231209472.0,5966951392938.667
1630,question_9_aime_Qwen3-1.7B_S2,64,1,1,3,1,0.0,0.11004011411713137,772.3333333333334,1217.6666666666667,668350710593962.6,3868410649002.6665
1631,question_9_aime_Qwen3-1.7B_S1,64,1,1,3,1,0.0,0.060194574783739206,653.0,653.0,473027395628032.0,2786168558506.6665
1632,question_9_aime_Qwen3-1.7B_S32,32,2,1,3,1,0.0,0.7145518229345512,1449.0,41628.0,1.4208100964322048e+16,41443480529920.0
1633,question_9_aime_Qwen3-1.7B_S16,32,2,1,3,1,0.0,0.7053200190833898,1351.6666666666667,20446.333333333332,8586895862582613.0,30340436506538.668
1634,question_9_aime_Qwen3-1.7B_S8,32,2,1,3,1,0.0,0.6241342392271311,1458.6666666666667,11054.333333333334,5936796646959360.0,24174857185024.0
1635,question_9_aime_Qwen3-1.7B_S4,32,2,1,3,1,0.0,0.6202287849390126,1363.6666666666667,5918.666666666667,3812264931289173.5,16470809752320.0
1636,question_9_aime_Qwen3-1.7B_S2,32,2,1,3,1,0.0,0.5273845660375202,1135.6666666666667,2213.3333333333335,1737586365060522.8,8913602928384.0
1637,question_9_aime_Qwen3-1.7B_S1,32,2,1,3,1,0.0,0.5530552574141562,1260.3333333333333,1260.3333333333333,1205748663558058.8,6386286105173.333
1638,question_9_aime_Qwen3-1.7B_S16,16,4,2,3,1,0.0,0.7912128037780173,991.0,38953.0,1.1537056086701824e+16,33081384469504.0
1639,question_9_aime_Qwen3-1.7B_S8,16,4,2,3,1,0.0,0.7844388474266969,1157.0,18076.666666666668,6070240870097152.0,21203100860928.0
1640,question_9_aime_Qwen3-1.7B_S4,16,4,2,3,1,0.0,0.7776648910753764,1323.0,10002.333333333334,5019051854015659.0,20892107401984.0
1641,question_9_aime_Qwen3-1.7B_S2,16,4,2,3,1,0.0,0.5171381624478875,1176.3333333333333,4123.666666666667,2366455125144320.0,11145091622485.334
1642,question_9_aime_Qwen3-1.7B_S1,16,4,2,3,1,0.0,0.7389917027585954,1208.3333333333333,2376.0,1689882874585173.2,8523384380672.0
1643,question_9_aime_Qwen3-1.7B_S8,8,8,2,3,1,0.0,0.6337804267217545,1582.0,23502.0,1.1295149112348416e+16,28567824868352.0
1644,question_9_aime_Qwen3-1.7B_S4,8,8,2,3,1,0.0,0.6320222383302959,1428.6666666666667,11441.0,6408602408710059.0,20187808862890.668
1645,question_9_aime_Qwen3-1.7B_S2,8,8,2,3,1,0.0,0.6302640499388373,1275.3333333333333,5790.0,4155195283840085.5,15851729110186.666
1646,question_9_aime_Qwen3-1.7B_S1,8,8,2,3,1,0.0,0.2684993665636386,1400.6666666666667,2797.6666666666665,2223515685688490.8,9891453852074.666
1647,question_9_aime_Qwen3-1.7B_S4,4,16,4,3,1,0.0,0.8829273961086596,1070.0,14063.0,4765402234302976.0,16955519262976.0
1648,question_9_aime_Qwen3-1.7B_S2,4,16,4,3,1,0.0,0.6580849708964399,1216.0,7104.666666666667,3135236848276736.0,13025725029632.0
1649,question_9_aime_Qwen3-1.7B_S1,4,16,4,3,1,0.0,0.7045528988726879,1002.0,3955.6666666666665,2082518182449152.0,9202345594026.666
1650,question_9_aime_Qwen3-1.7B_S2,2,32,4,3,1,0.0,0.7982241437765668,1099.0,9793.0,6400992295873280.0,18581340216320.0
1651,question_9_aime_Qwen3-1.7B_S1,2,32,4,3,1,0.0,0.7900986706276193,1373.0,5473.0,4117376440909312.0,14736960593152.0
1652,question_9_aime_Qwen3-1.7B_S1,1,64,4,3,1,0.0,0.6053919071544142,1006.0,3840.0,4854490990884864.0,16119435270400.0
1653,question_9_aime_Qwen3-0.6B_S64,64,1,1,3,1,0.0,0.36983137855934456,774.0,37281.0,2851971914482176.0,7570337780736.0
1654,question_9_aime_Qwen3-0.6B_S32,64,1,1,3,1,0.0,0.3684693134087822,787.6666666666666,18421.333333333332,1647150423267840.0,5441854653440.0
1655,question_9_aime_Qwen3-0.6B_S16,64,1,1,3,1,0.0,0.22986954917646155,556.0,8995.0,993576352712704.0,3822768733354.6665
1656,question_9_aime_Qwen3-0.6B_S8,64,1,1,3,1,0.0,0.13015468537643124,956.6666666666666,5195.666666666667,760858618916522.6,3324365348181.3335
1657,question_9_aime_Qwen3-0.6B_S4,64,1,1,3,1,0.0,0.0992764075650059,473.6666666666667,2174.0,414325467862357.3,2017939880618.6667
1658,question_9_aime_Qwen3-0.6B_S2,64,1,1,3,1,0.0,0.06607223604834994,382.3333333333333,1239.6666666666667,333910132814506.7,1658280793600.0
1659,question_9_aime_Qwen3-0.6B_S1,64,1,1,3,1,0.0,0.048837226197760514,569.0,569.0,163984623518037.34,926087678293.3334
1660,question_9_aime_Qwen3-0.6B_S32,32,2,1,3,1,0.0,0.5145401589752131,1200.0,17308.0,2731919015481344.0,8652736928256.0
1661,question_9_aime_Qwen3-0.6B_S16,32,2,1,3,1,0.0,0.251256517649539,414.0,7910.333333333333,1246606739754666.8,4615044803925.333
1662,question_9_aime_Qwen3-0.6B_S8,32,2,1,3,1,0.0,0.5145401589752131,1200.0,4714.333333333333,1275215425307136.0,5218057540778.667
1663,question_9_aime_Qwen3-0.6B_S4,32,2,1,3,1,0.0,0.20667737499862102,615.3333333333334,1928.0,544172756507306.7,2402812512256.0
1664,question_9_aime_Qwen3-0.6B_S2,32,2,1,3,1,0.0,0.038060504888825085,556.0,1130.3333333333333,351895183478784.0,1654185844906.6667
1665,question_9_aime_Qwen3-0.6B_S1,32,2,1,3,1,0.0,0.03042964642061702,437.0,437.0,176807167490389.34,953725908650.6666
1666,question_9_aime_Qwen3-0.6B_S16,16,4,2,3,1,0.0,0.5918668912816878,559.0,14680.0,1923799121480704.0,5461195014656.0
1667,question_9_aime_Qwen3-0.6B_S8,16,4,2,3,1,0.0,0.38975764167034416,516.0,7521.333333333333,1212798600413354.8,3990815726080.0
1668,question_9_aime_Qwen3-0.6B_S4,16,4,2,3,1,0.0,0.5021660794493247,496.0,3678.0,623276349732693.4,2434267769173.3335
1669,question_9_aime_Qwen3-0.6B_S2,16,4,2,3,1,0.0,0.33641699569867983,577.6666666666666,2305.6666666666665,567172142550698.6,2317699035306.6665
1670,question_9_aime_Qwen3-0.6B_S1,16,4,2,3,1,0.0,0.1757678078032273,614.0,1218.0,416590358880597.3,1913716988074.6667
1671,question_9_aime_Qwen3-0.6B_S8,8,8,2,3,1,0.0,0.687473857344425,827.0,9606.0,2469858662937088.0,6791664385024.0
1672,question_9_aime_Qwen3-0.6B_S4,8,8,2,3,1,0.0,0.43418990379702277,671.0,4362.333333333333,1190307790625109.2,4118148951210.6665
1673,question_9_aime_Qwen3-0.6B_S2,8,8,2,3,1,0.0,0.32772616428319123,591.0,1989.0,657474074434218.6,2661651684352.0
1674,question_9_aime_Qwen3-0.6B_S1,8,8,2,3,1,0.0,0.38736402586760993,642.6666666666666,1283.3333333333333,587948459587754.6,2533382704298.6665
1675,question_9_aime_Qwen3-0.6B_S4,4,16,4,3,1,0.0,0.5263955194478261,838.0,7665.0,2045029319003648.0,6198271207424.0
1676,question_9_aime_Qwen3-0.6B_S2,4,16,4,3,1,0.0,0.30661541529883146,568.0,3531.6666666666665,966935105162922.6,3404976278869.3335
1677,question_9_aime_Qwen3-0.6B_S1,4,16,4,3,1,0.0,0.19672536322433412,433.0,1690.0,488377479921152.0,2172407802880.0
1678,question_9_aime_Qwen3-0.6B_S2,2,32,4,3,1,0.0,0.23610502840150285,618.0,3627.0,1612556453977088.0,4570143279616.0
1679,question_9_aime_Qwen3-0.6B_S1,2,32,4,3,1,0.0,0.20076715446995255,412.0,1612.0,790903080548181.4,2667101110784.0
1680,question_9_aime_Qwen3-0.6B_S1,1,64,4,3,1,0.0,0.42481414962658687,939.0,3722.0,2872670842045440.0,5778922197504.0
1681,question_10_aime_Qwen3-32B_S64,64,1,1,3,1,0.0,0.7825785580089842,856.0,68929.0,7.689015693144576e+16,435600407775232.0
1682,question_10_aime_Qwen3-32B_S32,64,1,1,3,1,0.0,0.7514734622646951,1558.3333333333333,33852.0,5.779387755409732e+16,342505311801344.0
1683,question_10_aime_Qwen3-32B_S16,64,1,1,3,1,0.0,0.7699900221621122,1493.3333333333333,17003.0,4.4681476193710424e+16,271974876437674.66
1684,question_10_aime_Qwen3-32B_S8,64,1,1,3,1,0.0,0.5713577675811315,1245.0,8621.333333333334,3.4512884808725332e+16,214448390087850.66
1685,question_10_aime_Qwen3-32B_S4,64,1,1,3,1,0.0,0.6102102559343219,1058.0,4342.666666666667,2.399100316866338e+16,150240956068864.0
1686,question_10_aime_Qwen3-32B_S2,64,1,1,3,1,0.0,0.5196724628341481,1635.6666666666667,2490.0,2.0898449967938732e+16,131764537840640.0
1687,question_10_aime_Qwen3-32B_S1,64,1,1,3,1,0.0,0.5741769441937737,1067.6666666666667,1067.6666666666667,1.1217126638810282e+16,71065474755754.67
1688,question_10_aime_Qwen3-32B_S32,32,2,1,3,1,0.0,0.8450366745466177,585.0,35009.0,7.404529657127578e+16,419878079418368.0
1689,question_10_aime_Qwen3-32B_S16,32,2,1,3,1,0.0,0.8240131321587173,655.3333333333334,17526.666666666668,5.4355066641597096e+16,320895873185109.3
1690,question_10_aime_Qwen3-32B_S8,32,2,1,3,1,0.0,0.8134009921905597,1105.6666666666667,8388.666666666666,4.316425531033549e+16,263007275846485.34
1691,question_10_aime_Qwen3-32B_S4,32,2,1,3,1,0.0,0.8056663475429876,1275.6666666666667,4566.666666666667,3.1549114388649984e+16,194976140481024.0
1692,question_10_aime_Qwen3-32B_S2,32,2,1,3,1,0.0,0.4390391144555874,1101.3333333333333,2096.0,2.02948826607203e+16,126839358683306.67
1693,question_10_aime_Qwen3-32B_S1,32,2,1,3,1,0.0,0.5378961538891391,1060.0,1060.0,1.3854314318117034e+16,87056739238229.33
1694,question_10_aime_Qwen3-32B_S16,16,4,2,3,1,0.0,0.7749854306339238,1037.0,28182.0,6.802606059085517e+16,398355084789248.0
1695,question_10_aime_Qwen3-32B_S8,16,4,2,3,1,0.0,0.627591828596094,927.3333333333334,14368.0,5.06737575825722e+16,306724019786922.7
1696,question_10_aime_Qwen3-32B_S4,16,4,2,3,1,0.0,0.6664837578515855,849.6666666666666,6736.333333333333,3.2660192481969492e+16,200860101360981.34
1697,question_10_aime_Qwen3-32B_S2,16,4,2,3,1,0.0,0.5214679489786931,1101.6666666666667,3613.3333333333335,2.4174882772763476e+16,149643580325205.34
1698,question_10_aime_Qwen3-32B_S1,16,4,2,3,1,0.0,0.41096391378828384,807.3333333333334,1588.3333333333333,1.3494475464862208e+16,84097386313728.0
1699,question_10_aime_Qwen3-32B_S8,8,8,2,3,1,0.0,0.7462662785651938,1394.0,24411.0,9.100642239016294e+16,489034271602688.0
1700,question_10_aime_Qwen3-32B_S4,8,8,2,3,1,0.0,0.7173810924066109,1266.0,12387.0,6.6127783399819096e+16,376604992578730.7
1701,question_10_aime_Qwen3-32B_S2,8,8,2,3,1,0.0,0.6151443370914632,1313.0,5976.0,4.5165869323131736e+16,266143257020757.34
1702,question_10_aime_Qwen3-32B_S1,8,8,2,3,1,0.0,0.5818536290767312,1578.6666666666667,3160.0,3.1823670152493056e+16,191625534081365.34
1703,question_10_aime_Qwen3-32B_S4,4,16,4,3,1,0.0,0.8666436366075893,1263.0,15639.0,4.550073376582554e+16,243064027047936.0
