序号,question{idx}_model_sample_size,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
2287,question_52_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.09240145825534436,3440,3440,1.6480880212014848e+16,102744705858816.0
2288,question_52_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.040183764125938194,349,349,1995002226386176.0,12613683152128.0
2289,question_52_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.5178875771859889,862,862,4130057301882624.0,26008453521152.0
2290,question_53_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.1360412063534222,891,2093,1.1136619412034816e+16,65557384364800.0
2291,question_53_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.1360412063534222,891,2093,1.1136619412034816e+16,65557384364800.0
2292,question_53_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.1360412063534222,891,2093,1.1136619412034816e+16,65557384364800.0
2293,question_53_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.1360412063534222,891,891,1.0359583789857792e+16,62685948181504.0
2294,question_53_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.1360412063534222,891,2093,1.1166471650380032e+16,68093363283200.0
2295,question_53_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.12000615111642338,1202,1202,9919801676992256.0,60288159217920.0
2296,question_53_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.12000615111642338,1202,1202,1.1255900401414144e+16,70010217107456.0
2297,question_53_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.6750857240748847,640,1662,1.0284005563645184e+16,62541685543936.0
2298,question_53_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.1360412063534222,891,2093,8676266253333504.0,53903562147072.0
2299,question_53_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.6750857240748847,640,2310,1.0943019626047488e+16,68280686187008.0
2300,question_53_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.13410927995628133,1670,1670,1.1041228030923776e+16,68712468717824.0
2301,question_53_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.45949517511267196,1068,1068,1.2631248483954688e+16,78148815457280.0
2302,question_53_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.43194111946791935,1258,2431,1.0671142596296448e+16,66901046148096.0
2303,question_53_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.5170235001937455,1673,1673,1.0998685383341824e+16,68800428997632.0
2304,question_53_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.4513750146292793,1061,1061,6853280969265920.0,43092271147520.0
2305,question_53_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.6097060566040386,1206,1206,7436113750998016.0,46858618526720.0
2306,question_53_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.08985522319712311,951,951,5874688925346304.0,37172320352000.0
2307,question_53_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.39275737736573246,1152,1152,7374334708312320.0,46626558741248.0
2308,question_53_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.6235277862656263,1987,1987,9429624568639744.0,59232461266176.0
2309,question_53_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.4912211194680824,1398,1398,6706601267665152.0,42031257588992.0
2310,question_53_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.3086676903011768,1805,1805,8693283705116416.0,54981028848384.0
2311,question_54_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.14379357679173482,110,1748,3203110602321152.0,17379653298944.0
2312,question_54_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.14379357679173482,110,1748,3203110602321152.0,17379653298944.0
2313,question_54_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.14379357679173482,110,1748,3203110602321152.0,17379653298944.0
2314,question_54_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.1239163567889253,98,792,2571224478157312.0,14937660558848.0
2315,question_54_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.09083372883481962,80,578,2451678339456512.0,14118298239488.0
2316,question_54_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.14379357679173482,110,774,2145196855473152.0,12167198826496.0
2317,question_54_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.14379357679173482,110,308,2004308550115072.0,12031713467904.0
2318,question_54_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.08435177522388376,149,420,2450228292921344.0,14871182548480.0
2319,question_54_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.14379357679173482,110,293,2345524021282048.0,14244169980160.0
2320,question_54_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.041365314261443235,358,759,2465700463395328.0,14976378497792.0
2321,question_54_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.07749510366166402,120,408,1679775872442624.0,10364247914240.0
2322,question_54_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.1239163567889253,98,98,1784192801845760.0,11016363625728.0
2323,question_54_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.02440528169707759,112,112,1546148135469824.0,9721120666112.0
2324,question_54_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.07749510366166402,120,238,1332168880918272.0,8360367821824.0
2325,question_54_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.0486746289426009,146,146,1447262858208256.0,9073266260992.0
2326,question_54_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.05174163154174705,354,707,2258210341372928.0,14073612314368.0
2327,question_54_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.03252483228632411,170,170,1356489661005568.0,8567253097728.0
2328,question_54_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.014866966005697242,118,118,1333498394230784.0,8398038006528.0
2329,question_54_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.04211724716127948,334,334,1598041353569792.0,10057021655040.0
2330,question_54_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.059986293381615804,85,85,451468330961408.0,2847707710976.0
2331,question_54_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.030516410645055732,231,231,1104166765901568.0,6975162735360.0
2332,question_55_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.36072887406360127,578,6755,1.3825952531620352e+16,71912262924288.0
2333,question_55_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.36072887406360127,578,6755,1.3825952531620352e+16,71912262924288.0
2334,question_55_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.36072887406360127,578,6755,1.3825952531620352e+16,71912262924288.0
2335,question_55_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.47405265523337187,1444,13385,1.3479242670738688e+16,75565959395584.0
2336,question_55_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.6590284525737978,853,9095,1.442014923376768e+16,81660624442880.0
2337,question_55_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.36072887406360127,578,3948,9826167132549632.0,54929824228864.0
2338,question_55_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.36072887406360127,578,578,8472992495987968.0,50550815925760.0
2339,question_55_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.6590284525737978,853,7658,1.1318157447937792e+16,66896027960832.0
2340,question_55_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.6367583367266757,705,5778,1.093108467624704e+16,65467135084032.0
2341,question_55_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.29831314731161884,656,2001,1.0596541492451072e+16,65295716005888.0
2342,question_55_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.250516251617792,1024,3240,8824941141650176.0,53889053095680.0
2343,question_55_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.34075603458912235,935,4452,9120152018729728.0,55432751477248.0
2344,question_55_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.12724671510356325,740,1609,7381938092469504.0,46001113154560.0
2345,question_55_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.1915901097759533,1039,1779,8524846833768192.0,53002951276288.0
2346,question_55_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.10100662869661908,869,869,6949855210459648.0,43350371142656.0
2347,question_55_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.10038642439215899,933,933,5805074850375168.0,36559168094464.0
2348,question_55_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.34075603458912235,935,935,6723720873370624.0,42247034876160.0
2349,question_55_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.0990045458095515,704,704,7015621067594752.0,44207557340416.0
2350,question_55_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.22893278137523318,1341,1341,6328187429502208.0,39961735800064.0
2351,question_55_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.25936126870007986,1388,1388,6625132684477696.0,41612587222784.0
2352,question_55_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.0984455765912077,1005,1005,4769134071685120.0,30162126812160.0
2353,question_56_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.03780138829055029,1133,3134,1.8418876004515584e+16,108693230773760.0
2354,question_56_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.03780138829055029,1133,3134,1.8418876004515584e+16,108693230773760.0
2355,question_56_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.03780138829055029,1133,3134,1.8418876004515584e+16,108693230773760.0
2356,question_56_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.03780138829055029,1133,3134,1.763551559733888e+16,107567292827136.0
2357,question_56_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.03780138829055029,1133,1133,2.0782124285342976e+16,125644406989568.0
2358,question_56_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.03780138829055029,1133,3134,1.715732320827904e+16,105096959229184.0
2359,question_56_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.05608979231483734,1649,4830,2.232296160912e+16,135263780713472.0
2360,question_56_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.48872421412464073,1003,3435,2.486616935386547e+16,153000140415232.0
2361,question_56_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.22156845228402702,1449,1449,1.8776993110552064e+16,113930749115904.0
2362,question_56_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.48872421412464073,1003,1003,1.8414487011611904e+16,113948605367552.0
2363,question_56_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.08153578798688377,2714,2714,1.7641178386252032e+16,109016871427584.0
2364,question_56_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.05608979231483734,1649,1649,1.4116722310200576e+16,86863172736512.0
2365,question_56_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.026273452897602825,1140,1140,1.1068513742327296e+16,69596610218240.0
2366,question_56_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.026273452897602825,1140,1140,1.1398297722235392e+16,71595974642432.0
2367,question_56_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.021316061611974194,776,776,8754071990341632.0,55327314304768.0
2368,question_56_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.4604493997020088,1592,1592,1.5390399381672192e+16,96995125913088.0
2369,question_56_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.03780138829055029,1133,1133,9941861590561792.0,63102050850816.0
2370,question_56_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.02619064523339221,3149,3149,1.842246474567808e+16,116666419109376.0
2371,question_56_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.15162443310483148,2836,2836,1.3505761825783552e+16,84783613262080.0
2372,question_56_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.028663991801640035,3478,3478,1.6641386295496448e+16,103719251593984.0
2373,question_56_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.02038071689038551,3479,3479,1.648073713824e+16,103622905759744.0
2374,question_57_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5,1464,1464,2.1410184405853184e+16,130187056211200.0
2375,question_57_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5,1464,1464,2.1410184405853184e+16,130187056211200.0
2376,question_57_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5,1464,1464,2.1410184405853184e+16,130187056211200.0
2377,question_57_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.0,0,0,1.4286352726648832e+16,88606449805824.0
2378,question_57_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.0,0,0,1.855841416482304e+16,115067368223232.0
2379,question_57_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.5,1464,1464,2.0674341265229824e+16,128899224073472.0
2380,question_57_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.5,1541,3191,1.876701656890752e+16,115790843434496.0
2381,question_57_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.5,1464,1464,1.9847136893972224e+16,124865850568448.0
2382,question_57_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.5,1464,1464,2.058930361545728e+16,128923274224896.0
2383,question_57_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.5,1196,1196,1.739483748015488e+16,107871218598144.0
2384,question_57_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.0,0,0,1.1836253989737216e+16,74816786724864.0
2385,question_57_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.5,1578,4976,1.6534318904365056e+16,103336575392768.0
2386,question_57_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.5,1650,3457,1.2194905244625408e+16,76843568877056.0
2387,question_57_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.5,1464,1464,1.3642214133673472e+16,86429853406464.0
2388,question_57_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.5,2879,4754,1.667440838857856e+16,104566067708416.0
2389,question_57_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.5,1503,1503,7769919122708992.0,48999784052224.0
2390,question_57_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.5,1578,1578,7962907608881152.0,50425097131520.0
2391,question_57_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.5,1578,1578,8085244480356096.0,51220450062592.0
2392,question_57_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.0,0,0,3893910950772224.0,24735725519872.0
2393,question_57_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.5,1931,1931,9204736742030848.0,57820189272064.0
2394,question_57_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.5,1578,1578,7594832731292160.0,48210500720128.0
2395,question_58_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5295500949272177,725,6851,2.2148309403663104e+16,124673721206272.0
2396,question_58_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5295500949272177,725,6851,2.2148309403663104e+16,124673721206272.0
2397,question_58_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5295500949272177,725,6851,2.2148309403663104e+16,124673721206272.0
2398,question_58_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.5295500949272177,725,2881,1.6852164421398016e+16,99348186904064.0
2399,question_58_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.35332022116953576,1346,4869,1.7089237652971264e+16,100905887305216.0
2400,question_58_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.5295500949272177,725,3666,1.6669105770204416e+16,98082132470272.0
2401,question_58_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.4365321286270974,904,3824,1.4691245813961728e+16,88806109570816.0
2402,question_58_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.5295500949272177,725,3883,1.0930912188471552e+16,65125251436800.0
2403,question_58_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.35332022116953576,1346,1858,1.4721275220039168e+16,89745925308672.0
2404,question_58_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.15206359555732668,512,512,8303742586976512.0,50819489055488.0
2405,question_58_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.35332022116953576,1346,1884,1.04643199730176e+16,64702643071744.0
2406,question_58_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.4365321286270974,904,904,7729396506236416.0,47081388704000.0
2407,question_58_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.35332022116953576,1346,1346,7650231190642688.0,47942839107840.0
2408,question_58_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.26825634316531566,1582,1582,9029313173873920.0,56452419606528.0
2409,question_58_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.15206359555732668,512,512,5013838332762368.0,31165126773248.0
2410,question_58_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.531374970740098,882,1890,5906494284736000.0,36949535480832.0
2411,question_58_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.4279623547981659,2680,3541,1.3312783628410368e+16,84078244431104.0
2412,question_58_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.35332022116953576,1346,1346,1.0854439200283648e+16,68656883305216.0
2413,question_58_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.2976274263710237,1674,1674,7982089952077056.0,50214419544576.0
2414,question_58_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.2976274263710237,1674,1674,7982089952077056.0,50214419544576.0
2415,question_58_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.4759946464481629,1215,1215,5797730912012288.0,36480815312640.0
2416,question_59_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5,948,6676,1.512793137240704e+16,78708293437696.0
2417,question_59_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5,820,6676,1.512793137240704e+16,78708293437696.0
2418,question_59_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.5,948,6676,1.512793137240704e+16,78708293437696.0
2419,question_59_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.5,820,3466,1.1412165594861568e+16,64434085531904.0
2420,question_59_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.5,1160,4305,1.3271323505300992e+16,74815482527744.0
2421,question_59_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.5,948,1761,1.1860385259812864e+16,66568235073024.0
2422,question_59_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.5,1436,5065,1.2697666598235904e+16,74256296521472.0
2423,question_59_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.5,813,2268,9216382190614016.0,54378348041728.0
2424,question_59_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.5,950,4179,9876435623356160.0,58751926280448.0
2425,question_59_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.5,879,879,1.0943931143927808e+16,66940160551168.0
2426,question_59_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.5,820,1627,9491946030119936.0,58098268009216.0
2427,question_59_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.5,1233,2351,1.4124073839331328e+16,85198266560256.0
2428,question_59_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.5,813,813,5592487942584576.0,34819137732096.0
2429,question_59_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.5,813,813,7171910470245120.0,44582376030976.0
2430,question_59_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.5,1526,3313,1.4673614739758336e+16,90467084962560.0
2431,question_59_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.5,1512,1512,9174365441702144.0,57695843518720.0
2432,question_59_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.5,813,813,4730746545307648.0,29770151794176.0
2433,question_59_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.5,1313,1313,9515435015119360.0,59453736632064.0
2434,question_59_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.5,1246,1246,6009739734792960.0,37916702483968.0
2435,question_59_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.5,950,950,4520945756603904.0,28589527395072.0
2436,question_59_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.5,1296,1296,6357986661210112.0,40041542822144.0
2437,question_6_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.2867728026815599,790,896,1.361616321939584e+16,82319511702016.0
2438,question_6_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.2867728026815599,790,896,1.361616321939584e+16,82319511702016.0
2439,question_6_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.2867728026815599,790,896,1.361616321939584e+16,82319511702016.0
2440,question_6_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.9275846425815464,833,4880,1.4369432366767616e+16,86726510222592.0
2441,question_6_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.2867728026815599,790,1377,1.6449335621149184e+16,102294367698944.0
2442,question_6_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.2867728026815599,790,1377,1.6452080591183872e+16,102296969871360.0
2443,question_6_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.8399998188066482,1019,5673,1.0501938356866304e+16,62712795160064.0
2444,question_6_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.2867728026815599,790,790,7733914437773312.0,47937440639488.0
2445,question_6_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.2867728026815599,790,790,1.0291435619566848e+16,64237529366784.0
2446,question_6_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.2867728026815599,790,790,7385235133134080.0,46447216083712.0
2447,question_6_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.7296102593366685,924,924,7193950098953728.0,44816887079680.0
2448,question_6_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.6022989603658917,1146,2680,1.1673293531055616e+16,73280812146944.0
2449,question_6_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.10874260355894527,945,945,5463681068830976.0,34369662540288.0
2450,question_6_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.2867728026815599,790,790,6228117264075264.0,39435491272960.0
2451,question_6_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.8673027242488275,1236,1236,8361377179627008.0,51884299737088.0
2452,question_6_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.2867728026815599,790,790,6045289123540224.0,38406462547712.0
2453,question_6_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.18541582091913114,598,598,4335367545885696.0,27259365095424.0
2454,question_6_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.191683903570794,481,481,7240983990866176.0,45945764047104.0
2455,question_6_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.17923862223575765,898,898,4318100072873984.0,27327670057728.0
2456,question_6_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.8478929766280945,1089,1089,5135784396781568.0,32448268228352.0
2457,question_6_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.8399998188066482,1019,1019,4915781688759296.0,31122395912960.0
2458,question_7_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.08809103410149537,100,1702,2799869384314112.0,15298462671872.0
2459,question_7_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.08809103410149537,100,1702,2799869384314112.0,15298462671872.0
2460,question_7_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.08809103410149537,100,1702,2799869384314112.0,15298462671872.0
2461,question_7_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.05294819171405414,96,997,2354426275732480.0,13769454298368.0
2462,question_7_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.04861019543528135,112,542,2309539351681280.0,13499297291264.0
2463,question_7_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.08809103410149537,100,544,2354287972944640.0,13743043212288.0
2464,question_7_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.04648757055790644,121,811,2340196685502464.0,14350085032704.0
2465,question_7_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.08809103410149537,100,199,2254569050758400.0,13605682651904.0
2466,question_7_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.03210864874812673,134,247,2217130982849536.0,13501323795968.0
2467,question_7_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.01654894678663389,104,104,2270405126347776.0,14021552710656.0
2468,question_7_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.08809103410149537,100,357,1797966506691584.0,11108081803264.0
2469,question_7_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.2259017947765417,230,810,3629781471399424.0,22378270721280.0
2470,question_7_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.04861019543528135,112,197,1161582624714496.0,7293598989824.0
2471,question_7_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.02364358134119566,100,230,1838665558896640.0,11512754549760.0
2472,question_7_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.08729114076563331,498,1487,5138345591105536.0,32197689289984.0
2473,question_7_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.03700078207161736,99,99,1347611340508928.0,8533797829120.0
2474,question_7_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.016488430325340003,120,120,1457479742545664.0,9196623062528.0
2475,question_7_aime_Qwen3-14B_S2,2,1,1,1,1,0.0,0.02360643725323485,295,295,2963880157678592.0,18714575573760.0
2476,question_7_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.014092582785773283,3851,3851,1.8454537282297856e+16,114832154361856.0
2477,question_7_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.023357577965744388,556,556,2618519368800256.0,16601059836416.0
2478,question_7_aime_Qwen3-14B_S1,1,1,1,1,1,0.0,0.14098122258775697,454,454,2157995338557952.0,13611359948800.0
2479,question_8_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.1906155639102863,174,174,1.5973167835491584e+16,96656657450240.0
2480,question_8_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.1906155639102863,174,174,1.5973167835491584e+16,96656657450240.0
2481,question_8_aime_Qwen3-14B_S64,64,1,1,1,1,0.0,0.1906155639102863,174,174,1.5973167835491584e+16,96656657450240.0
2482,question_8_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.1906155639102863,174,174,1.5086714878531328e+16,93500452084480.0
2483,question_8_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.1906155639102863,174,174,1.534200101426432e+16,95262798321664.0
2484,question_8_aime_Qwen3-14B_S32,32,1,1,1,1,0.0,0.35814744815187466,1748,3517,1.2686653837534464e+16,75306315865856.0
2485,question_8_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.35814744815187466,1748,3618,1.425730293969792e+16,87361252395008.0
2486,question_8_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.24452328770872228,642,642,8681776196667648.0,52600874646016.0
2487,question_8_aime_Qwen3-14B_S16,16,1,1,1,1,0.0,0.48690836657929637,1187,2799,1.1426746303716608e+16,68274373781760.0
2488,question_8_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.45337344494646165,1256,3725,1.3243302002640896e+16,82237114220800.0
2489,question_8_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.4560604857284191,1556,2704,1.3903932973773056e+16,85072889649920.0
2490,question_8_aime_Qwen3-14B_S8,8,1,1,1,1,0.0,0.1792659116390977,1181,1924,9388713312760576.0,57711990945792.0
2491,question_8_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.47815217380157765,1398,1398,1.0205937287621632e+16,63659039183360.0
2492,question_8_aime_Qwen3-14B_S4,4,1,1,1,1,0.0,0.48690836657929637,1187,2219,8772373589816064.0,54730438929920.0
