Dataset,Question_ID,Model,QP,CP,BS,Correctness,Verifier_Score,Memory_Access,Computation,EFLOPs,Total_Tokens,Effective_Length,Normalized_EFLOPS
AIME,11,Qwen3-1.7B,8,1,1,0.0,0.1068387255992226,1093192430848.0,23797802420224.0,194335821632512.0,123.0,123.0,0.4192100030555694
AIME,11,Qwen3-1.7B,8,1,1,0.0,0.1385629292448063,1258046368768.0,19677685427456.0,215932918955264.0,589.0,89.0,0.4288008785917123
AIME,11,Qwen3-1.7B,8,1,1,0.0,0.1194441950794568,1520770685952.0,23643348721664.0,260883575730176.0,153.0,153.0,0.4460118735114883
AIME,11,Qwen3-1.7B,4,1,1,0.0,0.1068387255992226,1169782591488.0,11717288128000.0,194203372400128.0,123.0,123.0,0.4191479526987089
AIME,11,Qwen3-1.7B,4,1,1,0.0,0.1055289172184949,1468812314368.0,11503515398144.0,240638236439552.0,345.0,88.0,0.438659950353389
AIME,11,Qwen3-1.7B,4,1,1,0.0,0.1385629292448063,1070712989696.0,10022227507712.0,177053453900288.0,242.0,89.0,0.4107334884552877
AIME,11,Qwen3-1.7B,2,1,1,0.0,0.0756999662600333,618592635136.0,5632540248832.0,102132991330048.0,122.0,122.0,0.3606607651857005
AIME,11,Qwen3-1.7B,2,1,1,0.0,0.4423375574971865,4229463458304.0,41637044431360.0,701433343926784.0,1276.0,565.0,0.5360276489006559
AIME,11,Qwen3-1.7B,2,1,1,0.0,0.0734276843898738,884500555008.0,5334168198912.0,143316254780160.0,132.0,132.0,0.3914936959982208
AIME,11,Qwen3-1.7B,1,1,1,0.0,0.2848657932561916,1914134084352.0,19136404267008.0,317741321425920.0,447.0,447.0,0.4639561465773915
AIME,11,Qwen3-1.7B,1,1,1,0.0,0.1753278303271963,3277478509312.0,40413812357632.0,551700459810304.0,771.0,771.0,0.5141737404242873
AIME,11,Qwen3-1.7B,1,1,1,0.0,0.084838713723001,510750272256.0,2424450190848.0,82101492662784.0,111.0,111.0,0.340791015600827
AIME,12,Qwen3-1.7B,64,1,1,0.0,0.2117259162918151,11537515101952.0,408833518713088.0,2208685874617600.0,3868.0,177.0,0.6404211216016514
AIME,12,Qwen3-1.7B,64,1,1,0.0,0.2117259162918151,11537515101952.0,408833518713088.0,2208685874617600.0,3868.0,177.0,0.6404211216016514
AIME,12,Qwen3-1.7B,64,1,1,0.0,0.2117259162918151,11537515101952.0,408833518713088.0,2208685874617600.0,3868.0,177.0,0.6404211216016514
AIME,12,Qwen3-1.7B,32,1,1,0.0,0.1908225570717727,11183326870016.0,220894567256832.0,1965493558979328.0,2351.0,221.0,0.6298041538600403
AIME,12,Qwen3-1.7B,32,1,1,0.0,0.2117259162918151,7636503854336.0,216215962962944.0,1407510564239360.0,2450.0,177.0,0.5994132836834534
AIME,12,Qwen3-1.7B,32,1,1,0.0,0.1923972810390547,10947732855808.0,211455981640960.0,1919302307147008.0,1499.0,178.0,0.6276397332874312
AIME,12,Qwen3-1.7B,16,1,1,0.0,0.2117259162918151,8446593299200.0,144484051694080.0,1462152606369280.0,1345.0,177.0,0.6028796794805108
AIME,12,Qwen3-1.7B,16,1,1,0.0,0.1923972810390547,5677210749952.0,102165837482240.0,987810714474752.0,1670.0,178.0,0.5671870641325025
AIME,12,Qwen3-1.7B,16,1,1,0.0,0.1923972810390547,3844712971008.0,85078729075200.0,684853952552448.0,1197.0,178.0,0.5338506124364124
AIME,12,Qwen3-1.7B,8,1,1,0.0,0.2117259162918151,5054634161920.0,65156416901632.0,853679346161152.0,329.0,177.0,0.5539051568123603
AIME,12,Qwen3-1.7B,8,1,1,0.0,0.08248811100263,5534413982720.0,54905117048320.0,918273698352640.0,182.0,182.0,0.5605435730437985
AIME,12,Qwen3-1.7B,8,1,1,0.0,0.1908225570717727,7719554506496.0,86305917399296.0,1290556420412672.0,512.0,221.0,0.5915180538584609
AIME,12,Qwen3-1.7B,4,1,1,0.0,0.1058159062194647,4938670225664.0,38113247307520.0,808545802511104.0,1262.0,469.0,0.5489615263034092
AIME,12,Qwen3-1.7B,4,1,1,0.0,0.0997106477800767,5373709820416.0,40447599446016.0,878746331430912.0,1007.0,278.0,0.5565391064119326
AIME,12,Qwen3-1.7B,4,1,1,0.0,0.1312933426321083,11867180932096.0,61572416450048.0,1912852641857024.0,1286.0,379.0,0.6273333788450842
AIME,12,Qwen3-1.7B,2,1,1,0.0,0.069667780971873,2850588204800.0,15150041600512.0,459841801549312.0,152.0,152.0,0.4975983479928761
AIME,12,Qwen3-1.7B,2,1,1,0.0,0.1312933426321083,4607018373888.0,33361853005824.0,752056719332352.0,1429.0,379.0,0.5423699139431092
AIME,12,Qwen3-1.7B,2,1,1,0.0,0.0917887967466986,1597412895232.0,10036564124160.0,259232975780352.0,467.0,195.0,0.4454342135497789
AIME,12,Qwen3-1.7B,1,1,1,0.0,0.08248811100263,771460419072.0,3884697510400.0,124232522885632.0,182.0,182.0,0.3784881634931989
AIME,12,Qwen3-1.7B,1,1,1,0.0,0.0716076500687419,2318335120640.0,12496155089152.0,374156433908992.0,555.0,555.0,0.47883085320488
AIME,12,Qwen3-1.7B,1,1,1,0.0,0.1200922113776399,3763867647232.0,12235618191104.0,599398971159296.0,907.0,907.0,0.5217206717145755
AIME,13,Qwen3-1.7B,64,1,1,0.0,0.077909768032361,5878881987328.0,549215873645824.0,1466321463668992.0,1765.0,259.0,0.6031388022614128
AIME,13,Qwen3-1.7B,64,1,1,0.0,0.077909768032361,5878881987328.0,549215873645824.0,1466321463668992.0,1765.0,259.0,0.6031388022614128
AIME,13,Qwen3-1.7B,64,1,1,0.0,0.077909768032361,5878881987328.0,549215873645824.0,1466321463668992.0,1765.0,259.0,0.6031388022614128
AIME,13,Qwen3-1.7B,32,1,1,0.0,0.077909768032361,4084413971456.0,265492345999104.0,902660925546240.0,1312.0,259.0,0.5589828494893584
AIME,13,Qwen3-1.7B,32,1,1,0.0,0.0415168860076037,4506018404608.0,274879816544256.0,977818687663104.0,1210.0,216.0,0.5662617581974129
AIME,13,Qwen3-1.7B,32,1,1,0.0,0.0415168860076037,4820348386560.0,277193259757568.0,1029167608060928.0,1279.0,216.0,0.5709198855243774
AIME,13,Qwen3-1.7B,16,1,1,0.0,0.0216587879226734,4588364402944.0,174547788873472.0,890332635732736.0,1063.0,292.0,0.557731263752101
AIME,13,Qwen3-1.7B,16,1,1,0.0,0.0415168860076037,3151336616960.0,139260344290816.0,630868856536576.0,216.0,216.0,0.5263778182126121
AIME,13,Qwen3-1.7B,16,1,1,0.0,0.0415168860076037,3212286025984.0,136201957774848.0,637318577828352.0,216.0,216.0,0.5273035622058759
AIME,13,Qwen3-1.7B,8,1,1,0.0,0.016425434984018,7129264387840.0,168063319493888.0,1280228563996928.0,550.0,550.0,0.5907867860941327
AIME,13,Qwen3-1.7B,8,1,1,0.0,0.1557708629970963,6233026229248.0,137582400809728.0,1109934492572416.0,1286.0,736.0,0.5777959189589679
AIME,13,Qwen3-1.7B,8,1,1,0.0,0.178454898316384,8734255231744.0,259417791809792.0,1621961607961856.0,963.0,534.0,0.6123200618559923
AIME,13,Qwen3-1.7B,4,1,1,0.0,0.2792149935001883,3401575586304.0,67964523750144.0,598610315213568.0,794.0,397.0,0.5216008440442009
AIME,13,Qwen3-1.7B,4,1,1,0.0,0.178454898316384,5074437958912.0,91861732743424.0,883474054333696.0,822.0,534.0,0.5570274466281225
AIME,13,Qwen3-1.7B,4,1,1,0.0,0.0180933411341708,4019948814336.0,45854315666432.0,672966330702848.0,296.0,296.0,0.5322569606201183
AIME,13,Qwen3-1.7B,2,1,1,0.0,0.3139024907406766,4872728548352.0,75449730280960.0,835595383823872.0,767.0,767.0,0.5519564811759126
AIME,13,Qwen3-1.7B,2,1,1,0.0,0.0362076237233076,6381335991296.0,88388557580288.0,1083876972222464.0,750.0,750.0,0.5756337786939499
AIME,13,Qwen3-1.7B,2,1,1,0.0,0.0263612879553687,3469064010496.0,43318573869312.0,584492559506688.0,400.0,400.0,0.5194286759831858
AIME,13,Qwen3-1.7B,1,1,1,0.0,0.1220105486452154,5477922059008.0,61464921654528.0,916020762859776.0,1298.0,1298.0,0.5603200050772744
AIME,13,Qwen3-1.7B,1,1,1,0.0,0.0893875877227807,2348720136448.0,14928286150400.0,381328627436288.0,559.0,559.0,0.4805589530133744
AIME,13,Qwen3-1.7B,1,1,1,0.0,0.0586988635735871,2063778683904.0,17544835478016.0,339494310167040.0,490.0,490.0,0.4699829378372123
AIME,14,Qwen3-1.7B,64,1,1,0.0,0.0281493414215976,5782893803008.0,610530886821632.0,1512662320090880.0,3147.0,523.0,0.6059705894162607
AIME,14,Qwen3-1.7B,64,1,1,0.0,0.0281493414215976,5782893803008.0,610530886821632.0,1512662320090880.0,3147.0,523.0,0.6059705894162607
AIME,14,Qwen3-1.7B,64,1,1,0.0,0.0281493414215976,5782893803008.0,610530886821632.0,1512662320090880.0,3147.0,523.0,0.6059705894162607
AIME,14,Qwen3-1.7B,32,1,1,0.0,0.0281493414215976,6208088762624.0,381264314952192.0,1349726161921536.0,3142.0,523.0,0.5955979737666778
AIME,14,Qwen3-1.7B,32,1,1,0.0,0.0209882175954361,4523468615680.0,310002261490432.0,1015663365536512.0,1208.0,430.0,0.5697177628637833
AIME,14,Qwen3-1.7B,32,1,1,0.0,0.0281493414215976,4159701996800.0,299702410327040.0,948615921827840.0,2077.0,523.0,0.5635022439574217
AIME,14,Qwen3-1.7B,16,1,1,0.0,0.0281493414215976,5156214669312.0,187085993656576.0,991455482069248.0,2749.0,523.0,0.5675222577808638
AIME,14,Qwen3-1.7B,16,1,1,0.0,0.0281493414215976,4549504418816.0,185517903664128.0,895240592999424.0,1334.0,523.0,0.5582315906558468
AIME,14,Qwen3-1.7B,16,1,1,0.0,0.0277011792899377,3999261525504.0,179937502357760.0,803822300336384.0,1608.0,407.0,0.548428276357524
AIME,14,Qwen3-1.7B,8,1,1,0.0,0.0159486713804037,4789728036352.0,135392680263680.0,882590253934592.0,437.0,437.0,0.5569363552291523
AIME,14,Qwen3-1.7B,8,1,1,0.0,0.176183956659942,5211573688832.0,130754372329728.0,943759867787520.0,996.0,559.0,0.5630351473239502
AIME,14,Qwen3-1.7B,8,1,1,0.0,0.176183956659942,5699525809152.0,122175879684096.0,1011301905911808.0,2387.0,559.0,0.5693260968618375
AIME,14,Qwen3-1.7B,4,1,1,0.0,0.0126410796881252,3086362811392.0,52081731052288.0,533554329629440.0,891.0,487.0,0.5111298960421508
AIME,14,Qwen3-1.7B,4,1,1,0.0,0.0144962616198095,3021769499392.0,44375459222528.0,515771501127680.0,708.0,304.0,0.508044849547615
AIME,14,Qwen3-1.7B,4,1,1,0.0,0.0144962616198095,2793291782400.0,41991215682304.0,477744733736704.0,304.0,304.0,0.5010744719237967
AIME,14,Qwen3-1.7B,2,1,1,0.0,0.0152683821837954,2706602897152.0,28233552558848.0,450463604514560.0,979.0,575.0,0.4957230199298211
AIME,14,Qwen3-1.7B,2,1,1,0.0,0.0209882175954361,3215626998528.0,27319757334016.0,528957569104384.0,430.0,430.0,0.5103423962597715
AIME,14,Qwen3-1.7B,2,1,1,0.0,0.0159486713804037,3561710638080.0,31044056504832.0,586670916045312.0,437.0,437.0,0.5197672406252097
AIME,14,Qwen3-1.7B,1,1,1,0.0,0.0479890396806922,2479432947712.0,34865717350912.0,421657257193984.0,577.0,577.0,0.4897085246829584
AIME,14,Qwen3-1.7B,1,1,1,0.0,0.0156191357878861,10677856078848.0,108790546902016.0,1774536095202304.0,2530.0,2530.0,0.6205023096482781
AIME,14,Qwen3-1.7B,1,1,1,0.0,0.2913028598879963,3842845006336.0,42950611640832.0,642434432629248.0,910.0,910.0,0.5280312146950171
AIME,15,Qwen3-1.7B,64,1,1,0.0,0.2640138638790448,2922954795264.0,243872292446720.0,699853240507904.0,3116.0,124.0,0.5358223964322963
AIME,15,Qwen3-1.7B,64,1,1,0.0,0.2640138638790448,2922954795264.0,243872292446720.0,699853240507904.0,3116.0,124.0,0.5358223964322963
AIME,15,Qwen3-1.7B,64,1,1,0.0,0.2640138638790448,2922954795264.0,243872292446720.0,699853240507904.0,3116.0,124.0,0.5358223964322963
AIME,15,Qwen3-1.7B,32,1,1,0.0,0.1815081147868643,2686076257536.0,122954249180672.0,541982145356288.0,1256.0,124.0,0.5125562536830557
AIME,15,Qwen3-1.7B,32,1,1,0.0,0.2297137844484209,2493812315904.0,128767981793024.0,517802703074048.0,1332.0,115.0,0.5084025682588162
AIME,15,Qwen3-1.7B,32,1,1,0.0,0.2297137844484209,2692155508224.0,129222544055808.0,549198803338752.0,1203.0,115.0,0.513760111886769
AIME,15,Qwen3-1.7B,16,1,1,0.0,0.1794596965891559,2202174195200.0,66229660623616.0,409768835074816.0,638.0,124.0,0.487105610653776
AIME,15,Qwen3-1.7B,16,1,1,0.0,0.1815081147868643,2165475642624.0,62041112462336.0,399855312711680.0,763.0,124.0,0.4848766833731844
AIME,15,Qwen3-1.7B,16,1,1,0.0,0.117618273418498,2239718587904.0,64989178137856.0,414385277850880.0,561.0,112.0,0.4881252186305512
AIME,15,Qwen3-1.7B,8,1,1,0.0,0.2640138638790448,2229553779712.0,34000371915776.0,381810761550848.0,236.0,124.0,0.4806739519185929
AIME,15,Qwen3-1.7B,8,1,1,0.0,0.2297137844484209,1460215692544.0,29360723895552.0,257154371932416.0,470.0,115.0,0.4447015102697545
AIME,15,Qwen3-1.7B,8,1,1,0.0,0.1815081147868643,2094475572224.0,31991314010880.0,358729503277824.0,539.0,124.0,0.4749987521815745
AIME,15,Qwen3-1.7B,4,1,1,0.0,0.1335586475228384,1241743609344.0,14389251136512.0,208101254194176.0,230.0,118.0,0.4254386109860907
AIME,15,Qwen3-1.7B,4,1,1,0.0,0.1335586475228384,1361125339392.0,14263733277696.0,226599286222848.0,230.0,118.0,0.4331890686652934
AIME,15,Qwen3-1.7B,4,1,1,0.0,0.1794596965891559,2964400017152.0,24227052889088.0,486673455564800.0,124.0,124.0,0.5027597282450914
AIME,15,Qwen3-1.7B,2,1,1,0.0,0.1815081147868643,1364206690560.0,9387634398464.0,222203878125824.0,124.0,124.0,0.4314063334834241
AIME,15,Qwen3-1.7B,2,1,1,0.0,0.1335586475228384,1056110103552.0,8413803833344.0,173166979987456.0,118.0,118.0,0.4087134401273432
AIME,15,Qwen3-1.7B,2,1,1,0.0,0.1794596965891559,538813318400.0,5178624387328.0,89233502057728.0,237.0,124.0,0.3483723650371593
AIME,15,Qwen3-1.7B,1,1,1,0.0,0.180941691940468,3609264150016.0,34791568772352.0,597836776174848.0,850.0,850.0,0.5214831597641877
AIME,15,Qwen3-1.7B,1,1,1,0.0,0.0640685203857698,3209417094912.0,32736695785472.0,533405762591744.0,763.0,763.0,0.5111045503621703
AIME,15,Qwen3-1.7B,1,1,1,0.0,0.1721974705053305,1484126226688.0,14153649309184.0,245677340672512.0,349.0,349.0,0.4405461183025568
AIME,16,Qwen3-1.7B,64,1,1,0.0,0.271294574518536,1974635507712.0,190233151141376.0,498276290344448.0,3260.0,76.0,0.5049040985376895
AIME,16,Qwen3-1.7B,64,1,1,0.0,0.271294574518536,1974635507712.0,190233151141376.0,498276290344448.0,3260.0,76.0,0.5049040985376895
AIME,16,Qwen3-1.7B,64,1,1,0.0,0.271294574518536,1974635507712.0,190233151141376.0,498276290344448.0,3260.0,76.0,0.5049040985376895
AIME,16,Qwen3-1.7B,32,1,1,0.0,0.271294574518536,1772087557632.0,97549089573376.0,373994748563968.0,1601.0,76.0,0.4787915153246419
AIME,16,Qwen3-1.7B,32,1,1,0.0,0.2230325090704333,1671382361600.0,93672369043456.0,354408017453056.0,1604.0,112.0,0.4738957032507803
AIME,16,Qwen3-1.7B,32,1,1,0.0,0.271294574518536,1888930451968.0,97620624213504.0,392293774720512.0,1596.0,76.0,0.4831390983701882
AIME,16,Qwen3-1.7B,16,1,1,0.0,0.271294574518536,1293821061120.0,44447951910656.0,246284037445376.0,929.0,76.0,0.4407705946316331
AIME,16,Qwen3-1.7B,16,1,1,0.0,0.271294574518536,1182488396544.0,43882313963264.0,228350503824128.0,843.0,76.0,0.4338897304736609
AIME,16,Qwen3-1.7B,16,1,1,0.0,0.2230325090704333,1492621998336.0,48790744740864.0,281639776481280.0,716.0,112.0,0.4529792794126236
AIME,16,Qwen3-1.7B,8,1,1,0.0,0.0415402883579865,1435336270592.0,28792844360448.0,252705302572800.0,322.0,74.0,0.4431131127827173
AIME,16,Qwen3-1.7B,8,1,1,0.0,0.2230325090704333,844992581888.0,20912211851776.0,152731054626304.0,541.0,112.0,0.3972843297952221
AIME,16,Qwen3-1.7B,8,1,1,0.0,0.2230325090704333,1247911915264.0,21592919416320.0,216267178197504.0,553.0,112.0,0.4289416544898319
AIME,16,Qwen3-1.7B,4,1,1,0.0,0.2230325090704333,546797995520.0,9552779283712.0,94853266584832.0,311.0,112.0,0.3539308977749317
AIME,16,Qwen3-1.7B,4,1,1,0.0,0.0409108228613519,759111304448.0,12212184088832.0,130633547582720.0,215.0,70.0,0.3830607136174895
AIME,16,Qwen3-1.7B,4,1,1,0.0,0.2230325090704333,898223866624.0,12101133140992.0,152224056334336.0,255.0,112.0,0.3969817076984961
AIME,16,Qwen3-1.7B,2,1,1,0.0,0.2400771457932357,587321839104.0,6479077441536.0,98101284341760.0,170.0,83.0,0.356995217306139
AIME,16,Qwen3-1.7B,2,1,1,0.0,0.0860867217634265,340135491584.0,5756591873536.0,58817728560640.0,148.0,74.0,0.3104372711635049
AIME,16,Qwen3-1.7B,2,1,1,0.0,0.0323345137420548,668907362816.0,5890279734528.0,110239828333824.0,70.0,70.0,0.3676125007182917
AIME,16,Qwen3-1.7B,1,1,1,0.0,0.2646453242768803,1001345413376.0,7740635374080.0,163950519860736.0,235.0,235.0,0.4037358315454025
AIME,16,Qwen3-1.7B,1,1,1,0.0,0.2035649765705985,323317111040.0,2451646948352.0,52889116270592.0,71.0,71.0,0.3007676116084978
AIME,16,Qwen3-1.7B,1,1,1,0.0,0.0254646511077834,326429137664.0,3099154175488.0,54022099651072.0,73.0,73.0,0.3026966736041389
AIME,17,Qwen3-1.7B,64,1,1,0.0,0.2620357460430621,1425501104384.0,147063123947264.0,369441296231168.0,1326.0,83.0,0.4776766246887891
AIME,17,Qwen3-1.7B,64,1,1,0.0,0.2620357460430621,1425501104384.0,147063123947264.0,369441296231168.0,1326.0,83.0,0.4776766246887891
AIME,17,Qwen3-1.7B,64,1,1,0.0,0.2620357460430621,1425501104384.0,147063123947264.0,369441296231168.0,1326.0,83.0,0.4776766246887891
AIME,17,Qwen3-1.7B,32,1,1,0.0,0.2620357460430621,1918459465216.0,111379766208256.0,410659442781952.0,1088.0,83.0,0.487303205519082
AIME,17,Qwen3-1.7B,32,1,1,0.0,0.188129098151755,1209346899712.0,73737855335424.0,262395971690496.0,448.0,93.0,0.4465379666207272
AIME,17,Qwen3-1.7B,32,1,1,0.0,0.2620357460430621,1288565951232.0,73372447309056.0,274388735701248.0,627.0,83.0,0.4506054059672685
AIME,17,Qwen3-1.7B,16,1,1,0.0,0.1817165315047408,864313191168.0,35803746315008.0,170636604137216.0,380.0,79.0,0.4073737260152337
AIME,17,Qwen3-1.7B,16,1,1,0.0,0.1817165315047408,2005695328000.0,62864092791808.0,375752563959808.0,315.0,79.0,0.4792182803278657
AIME,17,Qwen3-1.7B,16,1,1,0.0,0.1945561541501631,1371808155648.0,59408521075456.0,273410593356544.0,271.0,80.0,0.4502803855212878
AIME,17,Qwen3-1.7B,8,1,1,0.0,0.188129098151755,1040683164416.0,25134288336640.0,187480861985536.0,524.0,93.0,0.4159416698527633
AIME,17,Qwen3-1.7B,8,1,1,0.0,0.1945561541501631,1042044235008.0,19328602105344.0,181887502766592.0,160.0,80.0,0.4131850564049001
AIME,17,Qwen3-1.7B,8,1,1,0.0,0.1817165315047408,1249993441536.0,31459222984448.0,226458199864064.0,79.0,79.0,0.4331323845484809
AIME,17,Qwen3-1.7B,4,1,1,0.0,0.2620357460430621,812789827584.0,12640004564992.0,139435217668096.0,161.0,83.0,0.3889950780651205
AIME,17,Qwen3-1.7B,4,1,1,0.0,0.2373675828652,891604100352.0,14647717937664.0,153737957592576.0,79.0,79.0,0.3978823726010145
AIME,17,Qwen3-1.7B,4,1,1,0.0,0.093343448292902,5518625337344.0,118268262291200.0,979173814916864.0,400.0,400.0,0.5663878017522822
AIME,17,Qwen3-1.7B,2,1,1,0.0,0.141332360906053,563028587520.0,5847886601984.0,93680346255104.0,19.0,19.0,0.3527984583436567
AIME,17,Qwen3-1.7B,2,1,1,0.0,0.0813341155941013,677973166080.0,6520949766912.0,112284763675392.0,78.0,78.0,0.3692852985203441
AIME,17,Qwen3-1.7B,2,1,1,0.0,0.0516057542535053,2326574385408.0,43962399901952.0,406908004025600.0,392.0,392.0,0.4864679738093265
AIME,17,Qwen3-1.7B,1,1,1,0.0,0.0696410521908645,1637003796736.0,13266766116352.0,268639358407168.0,385.0,385.0,0.4486781278282321
AIME,17,Qwen3-1.7B,1,1,1,0.0,0.2436521035800155,3146390593024.0,28509277939968.0,519346210451712.0,749.0,749.0,0.5086734611258011
AIME,17,Qwen3-1.7B,1,1,1,0.0,0.141332360906053,123434002944.0,1926639470336.0,21182343929600.0,19.0,19.0,0.2174887477565184
AIME,18,Qwen3-1.7B,64,1,1,0.0,0.7136737960866646,9708267598848.0,838977006174720.0,2353466751595008.0,1928.0,1028.0,0.6461996454268831
AIME,18,Qwen3-1.7B,64,1,1,0.0,0.7136737960866646,9708267598848.0,838977006174720.0,2353466751595008.0,1928.0,1028.0,0.6461996454268831
AIME,18,Qwen3-1.7B,64,1,1,0.0,0.7136737960866646,9708267598848.0,838977006174720.0,2353466751595008.0,1928.0,1028.0,0.6461996454268831
AIME,18,Qwen3-1.7B,32,1,1,0.0,0.0897800276219005,8610328486144.0,406890004889088.0,1750101248727552.0,416.0,416.0,0.6192403897455065
AIME,18,Qwen3-1.7B,32,1,1,0.0,0.7136737960866646,10384521728000.0,581028112094976.0,2201013501662976.0,1028.0,1028.0,0.6401044195937621
AIME,18,Qwen3-1.7B,32,1,1,0.0,0.0897800276219005,8610923559168.0,418856225252864.0,1762160300483072.0,900.0,416.0,0.6198653575893567
AIME,18,Qwen3-1.7B,16,1,1,0.0,0.0897800276219005,6138685702912.0,196416777437440.0,1154051747091712.0,900.0,416.0,0.5813433938549539
AIME,18,Qwen3-1.7B,16,1,1,0.0,0.287754402319327,10484710206208.0,359519337020928.0,1995134129189376.0,4013.0,1404.0,0.6311664147833326
AIME,18,Qwen3-1.7B,16,1,1,0.0,0.7136737960866646,8087236398080.0,281057992051200.0,1542666870151680.0,1512.0,1028.0,0.6077581992170333
AIME,18,Qwen3-1.7B,8,1,1,0.0,0.4032628087660156,12178705928704.0,395548919958528.0,2295427044836352.0,2817.0,948.0,0.6439270202894632
AIME,18,Qwen3-1.7B,8,1,1,0.0,0.287754402319327,10255042386176.0,221408818715392.0,1821195430958848.0,2411.0,1404.0,0.6228644479842308
AIME,18,Qwen3-1.7B,8,1,1,0.0,0.1360653913993993,7230201251840.0,216113033256960.0,1344024428544000.0,1486.0,931.0,0.5952126907843147
AIME,18,Qwen3-1.7B,4,1,1,0.0,0.4084835553568717,6978248055296.0,118553742316800.0,1207160438942976.0,1517.0,709.0,0.5854382014136824
AIME,18,Qwen3-1.7B,4,1,1,0.0,0.1360653913993993,7058035264000.0,125434976748032.0,1226488477932032.0,931.0,931.0,0.5868838697005248
AIME,18,Qwen3-1.7B,4,1,1,0.0,0.8192425374031089,11758428312064.0,255354957471488.0,2089669774153472.0,4016.0,1507.0,0.6353798041078099
AIME,18,Qwen3-1.7B,2,1,1,0.0,0.0897800276219005,4492658605568.0,26562789632512.0,727417532101120.0,416.0,416.0,0.5393381961066854
AIME,18,Qwen3-1.7B,2,1,1,0.0,0.2187112139471462,5588114266112.0,52285413076736.0,924031238590208.0,1007.0,1007.0,0.5611124345354722
AIME,18,Qwen3-1.7B,2,1,1,0.0,0.1114833760284434,6078248417024.0,55811140198912.0,1004017893254656.0,910.0,910.0,0.5686681993145
AIME,18,Qwen3-1.7B,1,1,1,0.0,0.1178654689477212,6378841747712.0,68166156360960.0,1063265469004032.0,1512.0,1512.0,0.573886380804915
AIME,18,Qwen3-1.7B,1,1,1,0.0,0.0889498311683202,6856420291840.0,70653869094144.0,1140255434621184.0,1630.0,1630.0,0.5802488167793055
AIME,18,Qwen3-1.7B,1,1,1,0.0,0.0670676533574448,16125150191360.0,397890583295744.0,2913414013147904.0,3772.0,3772.0,0.6656249401699197
AIME,19,Qwen3-1.7B,64,1,1,0.0,0.3825609616285516,2690422832384.0,285987856820736.0,705693818672640.0,4123.0,210.0,0.5365787809057636
AIME,19,Qwen3-1.7B,64,1,1,0.0,0.3825609616285516,2690422832384.0,285987856820736.0,705693818672640.0,4123.0,210.0,0.5365787809057636
AIME,19,Qwen3-1.7B,64,1,1,0.0,0.3825609616285516,2690422832384.0,285987856820736.0,705693818672640.0,4123.0,210.0,0.5365787809057636
AIME,19,Qwen3-1.7B,32,1,1,0.0,0.3825609616285516,1994036952320.0,143536653886976.0,454606418448896.0,2312.0,210.0,0.4965562135516222
AIME,19,Qwen3-1.7B,32,1,1,0.0,0.3825609616285516,1987460943104.0,139198543875328.0,449242450999552.0,1745.0,210.0,0.4954759615761647
AIME,19,Qwen3-1.7B,32,1,1,0.0,0.1402907233807964,2357373838848.0,146744316112128.0,514494634972416.0,1970.0,189.0,0.5078192564389588
AIME,19,Qwen3-1.7B,16,1,1,0.0,0.3825609616285516,1945883100672.0,79579540072704.0,383137303777536.0,1710.0,210.0,0.4809896116770449
AIME,19,Qwen3-1.7B,16,1,1,0.0,0.1599841921404118,2078424285952.0,71539528406528.0,395773717015040.0,923.0,181.0,0.4839428856115105
AIME,19,Qwen3-1.7B,16,1,1,0.0,0.3825609616285516,1832850259968.0,71617917636608.0,357542558191616.0,883.0,210.0,0.4746971165317609
AIME,19,Qwen3-1.7B,8,1,1,0.0,0.0519786038250491,1810935030016.0,46499732016640.0,329005596699136.0,183.0,183.0,0.467126753932502
AIME,19,Qwen3-1.7B,8,1,1,0.0,0.1298148330625333,2566852727040.0,64280013887488.0,464709039305728.0,464.0,291.0,0.498556612563478
AIME,19,Qwen3-1.7B,8,1,1,0.0,0.082279865303178,2363749271296.0,43473214860544.0,412218101182720.0,537.0,153.0,0.4876479885707458
AIME,19,Qwen3-1.7B,4,1,1,0.0,0.0700395185642639,2169748912128.0,28326960454912.0,366807790746880.0,465.0,249.0,0.477025534777323
AIME,19,Qwen3-1.7B,4,1,1,0.0,0.0286706306853234,2287710317312.0,29484720321280.0,386367529821952.0,278.0,278.0,0.4817537179573556
AIME,19,Qwen3-1.7B,4,1,1,0.0,0.0373549037389,2550877244160.0,31569371192576.0,429506221281536.0,575.0,297.0,0.4913871019138533
AIME,19,Qwen3-1.7B,2,1,1,0.0,0.0386509982374313,1053712817920.0,9069937318400.0,173449136913920.0,351.0,211.0,0.4088616140285016
AIME,19,Qwen3-1.7B,2,1,1,0.0,0.082279865303178,1337272957440.0,10053939623168.0,218668520983808.0,153.0,153.0,0.4299466478033689
AIME,19,Qwen3-1.7B,2,1,1,0.0,0.0777926934559203,2286260478208.0,20885100647936.0,377541735248384.0,309.0,309.0,0.4796506126565552
AIME,19,Qwen3-1.7B,1,1,1,0.0,0.0531332314618456,2032662664704.0,17766174705664.0,334861550399488.0,482.0,482.0,0.4687324279419597
AIME,19,Qwen3-1.7B,1,1,1,0.0,0.0901443705224377,1661852014592.0,12687553557504.0,271936467833856.0,394.0,394.0,0.4497883548201634
