序号,question_model_qp_cp_bs,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
11055,question_12_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.32309844910076396,1251,2464,3.929075483390054e+16,243687045877248.0
11056,question_12_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.23816148669901077,998,998,2.7804972421412864e+16,172068418407424.0
11057,question_12_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.2228363228610067,1213,2395,3.80020367726976e+16,236477736705024.0
11058,question_12_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.5692251136832093,1180,8051,5.58954669847552e+16,346887415244288.0
11059,question_12_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.32309844910076396,1251,4678,3.566930812651827e+16,220713895857664.0
11060,question_12_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.5490365411011812,934,1592,1.8213226706579456e+16,112353730302464.0
11061,question_12_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.5490365411011812,934,3168,3.610407677531392e+16,224032242632192.0
11062,question_12_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.3192069841627534,1637,5307,3.911807159125043e+16,241796152344576.0
11063,question_12_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.5692251136832093,1180,1978,3.731640572741581e+16,230275359332352.0
11064,question_12_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.5490365411011812,934,934,2.882680645304576e+16,177946393294336.0
11065,question_12_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.5490365411011812,934,934,3.554205300270643e+16,221575709575680.0
11066,question_12_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.18966923411352374,837,3755,3.288267267384115e+16,204304450805248.0
11067,question_12_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.32309844910076396,1251,4644,2.88314961567616e+16,179305558188032.0
11068,question_12_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.1330486587212553,658,1840,3.562545189323213e+16,223498667261440.0
11069,question_12_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.1330486587212553,658,658,1.784976609714432e+16,110444341990912.0
11070,question_12_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.5490365411011812,934,934,3.4745088467316224e+16,217094202012160.0
11071,question_12_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.09071810073336747,1182,1182,2.218710786094387e+16,138374091691008.0
11072,question_12_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.32309844910076396,1251,2088,2.936499658243635e+16,182886261896704.0
11073,question_12_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.5490365411011812,934,1592,2.0312361957041664e+16,126476326928896.0
11074,question_12_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.6943045434839533,643,3259,4.10797299170135e+16,256017142577664.0
11075,question_12_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.3876847266080458,2003,3838,4.132466487807027e+16,258188165605888.0
11076,question_12_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.09071810073336747,1182,1182,2.21583007332352e+16,138257447376896.0
11077,question_12_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.47946348830987384,1428,3642,3.257525596298752e+16,203712966804480.0
11078,question_12_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.47946348830987384,1428,2659,3.526766782614835e+16,220700695813120.0
11079,question_12_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.5490365411011812,934,934,1.7368790775071232e+16,107869131649536.0
11080,question_12_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.2228363228610067,1213,3048,3.738194104505139e+16,234658174356480.0
11081,question_12_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.43634899861454335,2019,3369,5.072531784686643e+16,318992802876928.0
11082,question_12_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.33613695460246623,1117,4066,3.3846443482497536e+16,211823847668224.0
11083,question_12_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.32309844910076396,1251,2482,2.831023479539405e+16,177727345921536.0
11084,question_12_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.5490365411011812,934,934,1.7444310137430016e+16,109079393907200.0
11085,question_12_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.5490365411011812,934,1932,1.7803309325244416e+16,111508015286272.0
11086,question_12_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.32309844910076396,1251,1251,2.3728486614866944e+16,149076476016128.0
11087,question_12_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.33613695460246623,1117,2754,2.9773492647453184e+16,186662555124736.0
11088,question_12_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.5692251136832093,1180,1180,2.311375815589171e+16,144991072692224.0
11089,question_12_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.3192069841627534,1637,1637,2.270038882735053e+16,142667495031808.0
11090,question_12_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.1330486587212553,658,658,1.6535475972050432e+16,104210911255040.0
11091,question_12_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.2228363228610067,1213,2196,1.8250865162563584e+16,115045634035712.0
11092,question_12_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.2922143248958747,1735,2533,3.127975734619597e+16,197834721765376.0
11093,question_12_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.7425272515163851,1113,1911,1.967928894347264e+16,124057300598784.0
11094,question_12_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.2706234506006047,798,2333,2.545497204963584e+16,160655911486464.0
11095,question_12_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.24844028779739954,1312,1312,2.191760442285312e+16,138595773396480.0
11096,question_12_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.5692251136832093,1180,1180,1.927746274934835e+16,121971353723904.0
11097,question_12_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.3499000623507891,1298,1298,1.802141660610867e+16,114034614078976.0
11098,question_12_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.3547836054519899,1259,1259,1.3217937840813056e+16,83723822061568.0
11099,question_12_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.3876847266080458,2003,2003,2.096375038623027e+16,133194181328896.0
11100,question_12_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.30384783254276165,1312,1312,1.3630204011693056e+16,86515009941504.0
11101,question_13_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.5178352627240512,1150,2530,3.0784691809189376e+16,185955367538176.0
11102,question_13_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.050450788798365336,1380,1380,3.129743695512781e+16,189002556189184.0
11103,question_13_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.5178352627240512,1150,1985,3.68514420852951e+16,223185403965440.0
11104,question_13_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.6168575798496211,1075,4038,4.745360703399066e+16,287606232681472.0
11105,question_13_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.4679111740444202,1352,2681,3.954603876582605e+16,238082809391616.0
11106,question_13_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.0,0,0,2.532582703271731e+16,159292279904768.0
11107,question_13_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.0,0,0,2.5256581914669056e+16,159206173039104.0
11108,question_13_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.0,0,0,2.4688928672290304e+16,155379668866560.0
11109,question_13_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.4679111740444202,1352,2187,3.949084407821978e+16,239369991480320.0
11110,question_13_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.0,0,0,2.2363691590846976e+16,140651524756992.0
11111,question_13_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.6168575798496211,1075,3060,3.665525259660698e+16,222748748613632.0
11112,question_13_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.0,0,0,2.525819156061696e+16,159213184137728.0
11113,question_13_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.17030006055716018,1061,1061,1.833500379769651e+16,112318012514816.0
11114,question_13_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.4679111740444202,1352,1352,4.085527209499853e+16,249042755790336.0
11115,question_13_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.517132341534875,1626,8027,4.980588019645594e+16,301199194097664.0
11116,question_13_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.17030006055716018,1061,1061,1.9105933877892096e+16,117575607475712.0
11117,question_13_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.5178352627240512,1150,3203,2.895949415403469e+16,176507640431616.0
11118,question_13_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.4679111740444202,1352,1352,4.501286462390528e+16,274661303706112.0
11119,question_13_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.06637784517104095,835,2053,2.472285458938419e+16,150354490493952.0
11120,question_13_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.06637784517104095,835,835,3.0202847788975616e+16,184433470465024.0
11121,question_13_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.0,0,0,2.519511008646861e+16,159149316184576.0
11122,question_13_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.34939738026904704,1353,2473,4.71838941632727e+16,289261013776384.0
11123,question_13_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.11503653841484685,1329,4684,4.781571035783987e+16,292510757336576.0
11124,question_13_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.0,0,0,2.519791061441741e+16,159159474149888.0
11125,question_13_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.0,0,0,2.224264353923072e+16,140526378001920.0
11126,question_13_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.0,0,0,2.274533772728115e+16,143585936715264.0
11127,question_13_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.050450788798365336,1380,1380,2.624049910255667e+16,161467638694400.0
11128,question_13_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.4679111740444202,1352,2681,3.661208063440998e+16,224584439504384.0
11129,question_13_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.06637784517104095,835,835,2.966193947355341e+16,182649731533824.0
11130,question_13_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.4679111740444202,1352,2187,2.4592635801629696e+16,150853640876032.0
11131,question_13_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.17030006055716018,1061,1061,1.7687915533122048e+16,110030276773376.0
11132,question_13_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.2827428048738956,1399,3583,4.615114850318797e+16,283995158718976.0
11133,question_13_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.0,0,0,2.219896007803648e+16,140481957475840.0
11134,question_13_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.17030006055716018,1061,1061,1.723854964685312e+16,107868542651904.0
11135,question_13_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.06637784517104095,835,835,2.809636752568064e+16,173714819092480.0
11136,question_13_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.17030006055716018,1061,1061,1.640227836070144e+16,102300028974592.0
11137,question_13_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.5178352627240512,1150,2769,3.414490869575168e+16,211557211077632.0
11138,question_13_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.4679111740444202,1352,1352,3.0382787298571776e+16,187922264133120.0
11139,question_13_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.0,0,0,2.249063626510029e+16,142445479808512.0
11140,question_13_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.4224571665134046,1619,3229,3.484360896404941e+16,216671172454400.0
11141,question_13_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.18994184824698307,2046,2046,3.692777082922803e+16,228865766968320.0
11142,question_13_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.4224571665134046,1619,6276,3.772267897879808e+16,234157518092288.0
11143,question_13_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.050450788798365336,1380,2598,2.4415650235904e+16,152845793810944.0
11144,question_13_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.6549967789870225,1261,6297,3.669098074259866e+16,228164109612032.0
11145,question_13_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.050450788798365336,1380,1380,2.371454730024141e+16,148454074147328.0
11146,question_13_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.050450788798365336,1380,2598,2.278518579684301e+16,143108873253376.0
11147,question_13_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.4679111740444202,1352,2570,2.9736932430688256e+16,186533505217536.0
11148,question_13_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.04203475832080648,1218,1218,2.5191690735402496e+16,158031933743104.0
11149,question_13_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.4224571665134046,1619,1619,2.8665120500839424e+16,180258137437184.0
11150,question_13_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.4808804346882077,2600,5348,3.618576323944602e+16,226813860741120.0
11151,question_13_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.517132341534875,1626,2746,2.5279731118078464e+16,158205346713600.0
11152,question_13_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.34939738026904704,1353,4034,3.3677205900898816e+16,212232797526016.0
11153,question_13_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.17030006055716018,1061,1061,1.6861561356497408e+16,106606366597632.0
11154,question_13_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.4679111740444202,1352,1352,2.595252128972083e+16,163779186359808.0
11155,question_13_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.0222822064977215,2184,2184,2.95139354832512e+16,186293738182144.0
11156,question_13_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.17030006055716018,1061,1061,1.527940652863744e+16,96963762578944.0
11157,question_13_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.11503653841484685,1329,1329,1.834281745036493e+16,115853083854336.0
11158,question_13_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,1.0,0.5670934929134093,2914,2914,3.0503021685590016e+16,192249801036800.0
11159,question_13_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.8471554302617488,1798,1798,1.8787458153234944e+16,118626995919872.0
11160,question_13_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.24944840404058624,2808,2808,2.9246039680892416e+16,185086514476032.0
11161,question_14_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.6301524519054268,1342,5404,3.186439621216717e+16,194539531346944.0
11162,question_14_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.23327756016023052,1080,1080,2.4726287360369664e+16,149134680282112.0
11163,question_14_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.5026552800064903,1028,1028,2.2287511664267776e+16,134322450013184.0
11164,question_14_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,1.0,0.7906372703069026,1391,1391,2.58661477651328e+16,159849442160128.0
11165,question_14_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,1.0,0.7906372703069026,1391,1391,2.42066799638656e+16,148978441971200.0
11166,question_14_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,1.0,0.7906372703069026,1391,1391,2.2278638763544064e+16,136602666629632.0
11167,question_14_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.6301524519054268,1342,2881,3.4884694219812864e+16,214437949905408.0
11168,question_14_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.5026552800064903,1028,5142,2.6834532792695296e+16,164252222649344.0
11169,question_14_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.23327756016023052,1080,1080,2.263333045195776e+16,137134031623168.0
11170,question_14_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.5026552800064903,1028,2567,2.5186372393632256e+16,154664022493184.0
11171,question_14_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.44571750603016036,1539,2619,2.746750385092096e+16,168397653098496.0
11172,question_14_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.6507553450711826,1226,2856,3.808348897108941e+16,230562146783232.0
11173,question_14_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.39453342543749415,1495,2575,2.5933247278444544e+16,159265629956096.0
11174,question_14_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.2412246200498733,921,2001,2.0095795440251904e+16,123138946897408.0
11175,question_14_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.44571750603016036,1539,2619,2.8392674735701504e+16,174711138339840.0
11176,question_14_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,1.0,0.7906372703069026,1391,2312,2.147222378169293e+16,132569813967360.0
11177,question_14_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.6301524519054268,1342,2837,3.285592804731187e+16,202281318038016.0
11178,question_14_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.39453342543749415,1495,2416,2.177167397771315e+16,134006241194496.0
11179,question_14_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,1.0,0.7906372703069026,1391,1391,2.368039329451008e+16,146167444047360.0
11180,question_14_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.257346327097706,1409,1409,3.0035563559530496e+16,183138907543040.0
11181,question_14_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,1,1,1.0,0.7906372703069026,1391,1391,2.642900300411392e+16,163889131014656.0
11182,question_14_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.44571750603016036,1539,1539,3.0010798750808576e+16,185855381900800.0
11183,question_14_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.23327756016023052,1080,1080,2.383276239405363e+16,146561802355712.0
11184,question_14_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.6301524519054268,1342,1342,2.666485129131571e+16,164577681612288.0
11185,question_14_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.6301524519054268,1342,2837,2.858340890997043e+16,177073297224192.0
11186,question_14_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,1.0,0.7906372703069026,1391,2419,2.252559833476301e+16,140319522015744.0
11187,question_14_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,1,1,1.0,0.8149296979032132,1283,4047,3.657950535063808e+16,225043635035648.0
11188,question_14_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.23327756016023052,1080,1080,1.7201347967982592e+16,105876659278848.0
11189,question_14_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.257346327097706,1409,1409,2.6938503559617024e+16,165982480403968.0
11190,question_14_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.6301524519054268,1342,1342,2.522470653982976e+16,156478068430336.0
11191,question_14_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,1.0,0.8149296979032132,1283,2913,2.8880483983968256e+16,177896979975168.0
11192,question_14_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.6623361353779827,888,4501,3.3627787977508864e+16,206485796991488.0
11193,question_14_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.6301524519054268,1342,2837,2.920526404665907e+16,182013975243264.0
11194,question_14_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.6301524519054268,1342,3909,2.6772441883889664e+16,167436549255168.0
11195,question_14_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.6110861579358672,1593,3731,3.182366380230963e+16,196918030953472.0
11196,question_14_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.23327756016023052,1080,1080,1.6429913741064192e+16,102170287006720.0
11197,question_14_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.6301524519054268,1342,1342,2.105129956766771e+16,131240769783296.0
11198,question_14_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.5026552800064903,1028,1028,1.9777631860604416e+16,122933761676288.0
11199,question_14_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.39453342543749415,1495,1495,2.500007425083853e+16,155724412864000.0
11200,question_14_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,1.0,0.8149296979032132,1283,1283,2.532168110033408e+16,156972566233600.0
11201,question_14_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.548595224877836,1384,2710,2.817905415856691e+16,172970682386432.0
11202,question_14_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.6768332782053852,1426,1426,2.3406591318703104e+16,145778451239424.0
11203,question_14_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.6301524519054268,1342,1342,2.295443978225203e+16,144191655750144.0
11204,question_14_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.23327756016023052,1080,1080,1.6046246025647104e+16,100166389727232.0
11205,question_14_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,1,1,1.0,0.8149296979032132,1283,1283,2.4197739334521856e+16,149930797167104.0
11206,question_14_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,1.0,0.7906372703069026,1391,1391,1.9861655822944256e+16,125243142588928.0
11207,question_14_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.232055187047681,1630,1630,2.681969028690483e+16,167707079641088.0
11208,question_14_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,1,1,1.0,0.9252801483445697,1408,1408,3.639075467644672e+16,226970114479616.0
11209,question_14_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.4758552124782091,2138,3558,2.743003134997709e+16,172048676229120.0
11210,question_14_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,1.0,0.644805446135384,1364,2451,2.667272007849523e+16,166452551988224.0
11211,question_14_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,1,1,1.0,0.8969595750847786,1606,4132,2.796268486160384e+16,175155746917888.0
11212,question_14_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.5036930487378815,1530,1530,2.5108000848431616e+16,157641002107392.0
11213,question_14_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.6110861579358672,1593,3002,2.322928557387264e+16,146239397498368.0
11214,question_14_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,1,1,1.0,0.8149296979032132,1283,1283,1.7575082406048768e+16,110421324550656.0
11215,question_14_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,1.0,0.7906372703069026,1391,1391,1.577436317522432e+16,100141826635264.0
11216,question_14_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.27838615232033964,1420,1420,1.944161215937843e+16,122831867874304.0
11217,question_14_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.4758552124782091,2138,2138,2.433600014784717e+16,154073899867136.0
11218,question_14_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.6710782491225507,1442,1442,1.5049357460902912e+16,95151798055424.0
11219,question_14_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.767810227752323,1834,1834,1.9296694131158016e+16,122016800360448.0
11220,question_14_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,1,1,1.0,0.2289500371984966,2527,2527,2.8925720930692096e+16,168830102614528.0
11221,question_15_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.7466892823051189,853,1689,1.956328270828339e+16,117813623942144.0
11222,question_15_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.7466892823051189,853,853,2.217185462373837e+16,132560060358656.0
11223,question_15_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.8141614825183259,955,4274,2.6940630621244416e+16,161099763525632.0
11224,question_15_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.7466892823051189,853,853,1.868786402530048e+16,111621417205760.0
11225,question_15_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.1922884274461588,383,383,1.887841695871283e+16,112342277992448.0
11226,question_15_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.7466892823051189,853,1689,1.913206788942848e+16,115805629839360.0
11227,question_15_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.8244048305476759,771,1154,1.837287176389069e+16,109743977485312.0
11228,question_15_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.7466892823051189,853,853,2.026761250481664e+16,121599099279360.0
11229,question_15_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.7466892823051189,853,853,2.009699407183616e+16,120904665720832.0
11230,question_15_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.7855830801003163,771,1607,1.827737320677171e+16,110750622099456.0
11231,question_15_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.8731214101877137,975,2517,2.210969713505587e+16,132620903787520.0
