序号,question_model_qp_cp_bs,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
5416,question_36_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.4550969314521198,919,2080,7687118118373120.0,45964416457728.0
5417,question_36_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.33800116621770276,423,423,6057037152397056.0,35961215069440.0
5418,question_36_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.15864825520807893,552,552,4533698430075136.0,27678927812096.0
5419,question_36_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.4550969314521198,919,1503,7300583631434240.0,43825119418368.0
5420,question_36_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.33800116621770276,423,862,5135711653558528.0,30246509346048.0
5421,question_36_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.15864825520807893,552,552,4465273835993600.0,27356616453120.0
5422,question_36_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.3657113357010494,722,722,7011860699716096.0,42076458233088.0
5423,question_36_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.43184104288098213,917,2986,7216281553496064.0,42993199876608.0
5424,question_36_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.43823434422780994,877,2314,7800855416850944.0,46850153819648.0
5425,question_36_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.15864825520807893,552,552,4462208510810624.0,27523708879616.0
5426,question_36_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.15864825520807893,552,552,4263671281868544.0,26274934872320.0
5427,question_36_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.43823434422780994,877,1300,6974971749080832.0,42307058103808.0
5428,question_36_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.009794331240113292,637,637,9011785494639872.0,53787317749760.0
5429,question_36_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.3657113357010494,722,2758,6664400110328576.0,40165292461568.0
5430,question_36_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.43823434422780994,877,1300,6590814064884224.0,40130875518720.0
5431,question_36_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.43184104288098213,917,1971,6429244054059008.0,38847571031552.0
5432,question_36_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.33800116621770276,423,862,5293547584867584.0,31840223872512.0
5433,question_36_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.4550969314521198,919,919,7911715107446528.0,48585700134656.0
5434,question_36_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.24604060448714668,853,1328,6888348049942016.0,41474399617536.0
5435,question_36_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.08649904629102502,439,439,5686235385603584.0,34364699033856.0
5436,question_36_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.4550969314521198,919,1503,7820444789502464.0,48012472248832.0
5437,question_36_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.015061497312247832,664,664,6616657102904576.0,40110012618752.0
5438,question_36_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.43184104288098213,917,3031,6970547509705472.0,42223593868288.0
5439,question_36_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.24604060448714668,853,1437,7317761575409152.0,44435373008640.0
5440,question_36_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.4550969314521198,919,2460,9132502271535104.0,56785259218176.0
5441,question_36_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.08798473878610269,584,1585,5947451203463168.0,36012853464576.0
5442,question_36_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.1316768294622137,616,1404,6506060430089472.0,39934397627904.0
5443,question_36_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.15864825520807893,552,552,3904476520137984.0,24530258047488.0
5444,question_36_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.33800116621770276,423,813,3956721210620416.0,24383257101312.0
5445,question_36_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.43184104288098213,917,1976,7028200375947520.0,43318321977088.0
5446,question_36_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.1316768294622137,616,1280,6818972456791040.0,42177397076480.0
5447,question_36_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.6232355538033634,823,823,8811638473713152.0,54139278478336.0
5448,question_36_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.08649904629102502,439,439,5052110667496704.0,31224649755904.0
5449,question_36_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.05242027869565569,475,1102,5673797394513920.0,35175857125376.0
5450,question_36_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.03628818093510728,658,658,7923441983482368.0,48898985390336.0
5451,question_36_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.33800116621770276,423,862,3652213697366528.0,22711317003520.0
5452,question_36_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.06106663960266472,626,626,9009098831778304.0,56288508460288.0
5453,question_36_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.2813879259542892,888,1445,7425089629893376.0,46201089291776.0
5454,question_36_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.06865937386714342,788,1452,4701235018009600.0,29396087542272.0
5455,question_36_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.6232355538033634,823,823,7559895151280640.0,47492283020544.0
5456,question_36_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.33800116621770276,423,423,3396279422667264.0,21405660009216.0
5457,question_36_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.1316768294622137,616,1617,5614518012264448.0,35293659750144.0
5458,question_36_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.08073668972534984,913,913,4357200283369472.0,27527306411264.0
5459,question_36_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.3657113357010494,722,722,3424545798541056.0,21712682555904.0
5460,question_36_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.33800116621770276,423,423,2038266596688896.0,12902659927808.0
5461,question_37_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.4087570912257809,1522,2243,1.7351803270276608e+16,108147409553152.0
5462,question_37_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.0,0,0,2.130598750112717e+16,134166150179584.0
5463,question_37_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.0,0,0,1.8748327244303104e+16,117264883389696.0
5464,question_37_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.4087570912257809,1522,1648,2.764727349441792e+16,174105450002944.0
5465,question_37_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.4087570912257809,1522,1522,2.019657155223859e+16,126511537618176.0
5466,question_37_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.4087570912257809,1522,1522,1.1200582393231616e+16,69471358178816.0
5467,question_37_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.02499722382511269,721,721,1.572749029815936e+16,98405808845824.0
5468,question_37_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.0,0,0,1.983062492147072e+16,124662977853440.0
5469,question_37_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.043326272377221635,126,847,2.130696057426227e+16,134238463724288.0
5470,question_37_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.0,0,0,2.1296500400448e+16,134104647248640.0
5471,question_37_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.02499722382511269,721,721,1.3654175099376896e+16,85266027531008.0
5472,question_37_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.0,0,0,8768040007833344.0,54759734981632.0
5473,question_37_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.4087570912257809,1522,1648,2.680325120581069e+16,168838054082816.0
5474,question_37_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.02499722382511269,721,721,1.7994536464706816e+16,112577772144384.0
5475,question_37_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.0,0,0,2.1375930135168e+16,134392798210816.0
5476,question_37_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.043326272377221635,126,126,1.5937777701291264e+16,100287818357248.0
5477,question_37_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.4087570912257809,1522,1522,1.1790034834710272e+16,73610376764416.0
5478,question_37_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.02499722382511269,721,721,2.508450744406835e+16,157864242932992.0
5479,question_37_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.0,0,0,6820703999735808.0,42505143433472.0
5480,question_37_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.02499722382511269,721,721,1.358781313843072e+16,85197444009216.0
5481,question_37_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.0,0,0,8271587198877184.0,51761772970240.0
5482,question_37_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.02499722382511269,721,721,1.3865496913608704e+16,86540238789632.0
5483,question_37_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,1.0,0.7305721036896473,1591,2182,1.8470157947435264e+16,114737210188800.0
5484,question_37_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.043326272377221635,126,126,1.5041326744141824e+16,94525069203712.0
5485,question_37_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.0,0,0,8292852821770496.0,51820827480320.0
5486,question_37_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.0,0,0,7896390097621760.0,49431206081280.0
5487,question_37_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.02499722382511269,721,721,1.4642939228375808e+16,92143401436416.0
5488,question_37_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.043326272377221635,126,126,1.971225441969101e+16,124381299963648.0
5489,question_37_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.0,0,0,8608995229166080.0,53668441217280.0
5490,question_37_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.02499722382511269,721,721,1.4629644442239232e+16,92095380514048.0
5491,question_37_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.043326272377221635,126,126,1.7744061073519872e+16,112020912797952.0
5492,question_37_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,1.0,0.8614897104302471,1434,1434,2.317673691436544e+16,145713339554816.0
5493,question_37_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.4087570912257809,1522,1522,1.9981699025044736e+16,126131126148352.0
5494,question_37_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.0,0,0,1.0037329317132544e+16,63086030584576.0
5495,question_37_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.0,0,0,1.7799110909058304e+16,112574293797632.0
5496,question_37_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.4087570912257809,1522,1522,1.0331416876062464e+16,64924305992704.0
5497,question_37_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.0,0,0,7916716577351680.0,49680560535040.0
5498,question_37_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.043326272377221635,126,126,1.3128971349731328e+16,82748666158848.0
5499,question_37_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.043326272377221635,126,126,1.7765715847996928e+16,112286398458880.0
5500,question_37_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,1.0,0.8614897104302471,1434,1434,1.068854737981184e+16,66648361963520.0
5501,question_37_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.0,0,0,2.115006283353779e+16,133930788145920.0
5502,question_37_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.0,0,0,9529439206278656.0,60106808445696.0
5503,question_37_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,1.0,0.744998186976873,1120,1648,9064195420227584.0,56807146378496.0
5504,question_37_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.043326272377221635,126,126,1.2561605618892288e+16,79409659347200.0
5505,question_37_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,1.0,0.8614897104302471,1434,1434,1.4111784754823168e+16,88616639697920.0
5506,question_37_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.6640855432170485,1337,1337,1.4934648792709632e+16,94092261208064.0
5507,question_37_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.6270714644878016,1210,1210,7674197714736896.0,48195217749248.0
5508,question_37_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.4087570912257809,1522,1648,1.7613677715689216e+16,111651965180416.0
5509,question_37_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.17081933286425577,681,2029,1.160436317858048e+16,73045895569152.0
5510,question_37_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.07728762076233252,528,528,6552309061389056.0,41082182845696.0
5511,question_37_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,1.0,0.8277127212733967,1321,1321,9382819354295296.0,59085848529408.0
5512,question_37_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.0,0,0,6119402081313024.0,38813837222400.0
5513,question_37_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.4087570912257809,1522,1522,9470702411199232.0,59863340121600.0
5514,question_37_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,1.0,0.6806313935239477,1168,1168,7937266476333824.0,49395046850560.0
5515,question_37_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.6270714644878016,1210,1210,6098464528547328.0,38675937683200.0
5516,question_37_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.0,0,0,8908210734949120.0,56616153639168.0
5517,question_37_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,1.0,0.5401961516938553,2019,2019,1.250576777190272e+16,79101395137536.0
5518,question_37_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,1.0,0.7117761256990052,1276,1276,6033035602395648.0,38220103750144.0
5519,question_37_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,1.0,0.7026278796836994,1467,1467,6962289321499904.0,43991669752064.0
5520,question_37_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.23562654729302276,2317,2317,1.0902431739732736e+16,69228830797056.0
5521,question_38_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.04031816078839673,312,1565,5663913975473920.0,34459186688256.0
5522,question_38_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.09157563692755565,372,1265,3982123167913728.0,24260928984832.0
5523,question_38_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.04738330298691561,364,735,4217841322294528.0,25483837948160.0
5524,question_38_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.09157563692755565,372,1107,4126589696542976.0,25155144803584.0
5525,question_38_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.09278942315094971,205,978,4636198102909952.0,28532343457792.0
5526,question_38_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.09278942315094971,205,1312,4829771417428480.0,29727487827968.0
5527,question_38_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.03442551479044644,371,1055,5496038772884224.0,33406407617792.0
5528,question_38_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.09278942315094971,205,1458,4569998719873536.0,28060126575104.0
5529,question_38_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.09157563692755565,372,1235,4141740658093568.0,25375501249792.0
5530,question_38_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.14443479844098822,505,2019,6221444601251584.0,37638267691776.0
5531,question_38_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.09278942315094971,205,1342,3952998595283456.0,24238452303616.0
5532,question_38_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.09278942315094971,205,1451,5074019383592192.0,31196376871680.0
5533,question_38_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.03442551479044644,371,371,4091498415369216.0,24789477182464.0
5534,question_38_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.04031816078839673,312,683,4725068565338112.0,28836326102272.0
5535,question_38_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.04738330298691561,364,735,2923862575713280.0,17736211222016.0
5536,question_38_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.18191615720418697,579,2236,5645978488026112.0,34023416699648.0
5537,question_38_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.09278942315094971,205,1260,5196514636817152.0,32005630967296.0
5538,question_38_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.04738330298691561,364,492,4577134792107008.0,28107101989632.0
5539,question_38_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.030799211437028556,456,1713,6011695463281408.0,36383569329408.0
5540,question_38_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.09278942315094971,205,205,2873177435852288.0,17419526390528.0
5541,question_38_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.014328273121553678,198,326,3385204943066112.0,20652009377792.0
5542,question_38_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.0307529422937432,684,1411,5374014840080640.0,32941218927360.0
5543,question_38_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.0307529422937432,684,812,4024303216409600.0,24748441848320.0
5544,question_38_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,1,1,0.0,0.09278942315094971,205,205,2656316191104000.0,16058312914176.0
5545,question_38_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.014328273121553678,198,198,5567057390926848.0,34358233592832.0
5546,question_38_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.03442551479044644,371,900,4838028234366976.0,29890600540672.0
5547,question_38_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,1,1,0.0,0.09278942315094971,205,205,3522679031657728.0,21697025614848.0
5548,question_38_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.03442551479044644,371,772,4900240032336640.0,30291812374272.0
5549,question_38_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.09278942315094971,205,705,3654430831866624.0,22758050031360.0
5550,question_38_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,1,1,0.0,0.09278942315094971,205,205,3473696238425600.0,21399847258624.0
5551,question_38_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.03442551479044644,371,900,3832367496603392.0,23808991841280.0
5552,question_38_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.09157563692755565,372,500,2832713876178688.0,17624152930816.0
5553,question_38_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,1,1,0.0,0.14443479844098822,505,703,3691397592914176.0,22653904468480.0
5554,question_38_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.030799211437028556,456,1269,4769240034824704.0,29131675909888.0
5555,question_38_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.03442551479044644,371,1055,4877854479867136.0,30421349694720.0
5556,question_38_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,1,1,0.0,0.09278942315094971,205,767,3038683514917888.0,18875579680256.0
5557,question_38_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.09278942315094971,205,205,2442777053376000.0,15140464633856.0
5558,question_38_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.014328273121553678,198,198,3479216525414656.0,21480740053760.0
5559,question_38_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,1,1,0.0,0.14443479844098822,505,1034,5930459584846592.0,36866532383488.0
5560,question_38_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.09157563692755565,372,372,3137738438713856.0,19683871473664.0
5561,question_38_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.03442551479044644,371,371,3102961413589504.0,19343068313600.0
5562,question_38_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,1,1,0.0,0.18191615720418697,579,1796,4999529508304896.0,30967805712384.0
5563,question_38_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.09278942315094971,205,569,3398911119051264.0,21320164210944.0
5564,question_38_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.04239325806040501,602,1977,5793954633489664.0,35842020329984.0
5565,question_38_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,1,1,0.0,0.03442551479044644,371,371,3738162982556672.0,23376523575296.0
5566,question_38_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.0546253851076313,763,1314,6259331073820928.0,39091283563264.0
5567,question_38_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.014328273121553678,198,198,2846939989717248.0,17747785037312.0
5568,question_38_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,1,1,0.0,0.0307529422937432,684,684,4558002410559232.0,28669996930816.0
5569,question_38_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.030799211437028556,456,456,4326469424113408.0,26993418627328.0
5570,question_38_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.020626131591254995,810,810,5191204961874944.0,32574221632000.0
5571,question_38_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,1,1,0.0,0.014328273121553678,198,198,2488061722407168.0,15574474312960.0
5572,question_38_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.014328273121553678,198,198,2732986038530816.0,17223100757248.0
5573,question_38_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.029194275400764906,407,407,3316841653087744.0,20801010455296.0
5574,question_38_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,1,1,0.0,0.04738330298691561,364,735,3176956947934208.0,20060515991296.0
5575,question_38_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.09157563692755565,372,372,2306252008274688.0,14629092947456.0
5576,question_38_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.0307529422937432,684,684,4248861321487872.0,26906922179584.0
5577,question_38_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,1,1,0.0,0.029194275400764906,407,407,2983720364083968.0,18829202350336.0
5578,question_38_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.04031816078839673,312,312,1478392416034560.0,9365161478144.0
5579,question_38_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.11276897302899096,1367,1367,6478170505372928.0,40774676671488.0
5580,question_38_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,1,1,0.0,0.09469090412332276,936,936,4443535105519872.0,27997596346368.0
5581,question_39_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.26227246534184445,197,1392,2387197974606848.0,14116043141632.0
5582,question_39_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.19765176153200978,102,887,1990842140433920.0,11681956969984.0
5583,question_39_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,1,1,0.0,0.10469575269166834,100,392,1918233820868096.0,11256356167680.0
5584,question_39_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.19765176153200978,102,1150,2280775757442816.0,13457249713152.0
5585,question_39_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.3889419895449287,248,2122,2070851613784832.0,12022051032320.0
5586,question_39_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,1,1,0.0,0.2315852464895772,159,1152,2101479384322560.0,12259817411328.0
5587,question_39_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.19765176153200978,102,994,1726169342908672.0,10121121901056.0
5588,question_39_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.26227246534184445,197,1303,1674920518778112.0,9736225685248.0
5589,question_39_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,1,1,0.0,0.21403925854839073,136,616,1560470214656000.0,9105193781248.0
5590,question_39_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.19765176153200978,102,682,1916443473817856.0,11411898648064.0
5591,question_39_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.3889419895449287,248,1075,2034261978667776.0,11935228128000.0
5592,question_39_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,1,1,0.0,0.1160117367900097,80,698,1478109736228864.0,8649744369920.0
5593,question_39_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.12907165776967874,75,338,1470013759718144.0,8596357252864.0
5594,question_39_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.21403925854839073,136,845,1583403055155968.0,9354976420096.0
5595,question_39_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,1,1,0.0,0.18044417459922707,107,787,2143968416210688.0,12831495411712.0
5596,question_39_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.22907165354372805,136,1049,2137624599543808.0,12756932764928.0
5597,question_39_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.21403925854839073,136,766,2129585824445440.0,12698723054336.0
5598,question_39_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,1,1,0.0,0.21403925854839073,136,759,1567157315962368.0,9294147112704.0
5599,question_39_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,1,1,0.0,0.2315852464895772,159,1296,1730348530414592.0,10323449193472.0
