序号,question_model_qp_cp_bs,qp,cp,bs,n_trials,n_question,准确率,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
804,question_6_aime_Qwen3-1.7B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.3236005225542502,89.0,313.6666666666667,265248351778816.0,1424840935168.0
805,question_6_aime_Qwen3-1.7B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.3416374863634834,89.66666666666667,146.0,305726107368789.3,1701315271936.0
806,question_6_aime_Qwen3-1.7B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.3765047942680111,83.66666666666667,179.66666666666666,251543105240746.66,1365465121962.6667
807,question_6_aime_Qwen3-1.7B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.38875977301628944,82.33333333333333,239.66666666666666,250946585470037.34,1409879531946.6667
808,question_6_aime_Qwen3-1.7B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.4159514742604445,85.0,200.0,207378668955733.34,1135218849109.3333
809,question_6_aime_Qwen3-1.7B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.404097706510209,88.33333333333333,117.0,318342369337514.7,1828395763712.0
810,question_6_aime_Qwen3-1.7B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.28617302114244353,145.33333333333334,173.0,504857590533632.0,2784840372309.3335
811,question_6_aime_Qwen3-1.7B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.30748029558080653,99.66666666666667,99.66666666666667,239717704791637.34,1365398166869.3333
812,question_6_aime_Qwen3-1.7B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.33510349303066284,92.0,157.0,206339431809280.0,1179195333120.0
813,question_6_aime_Qwen3-1.7B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.21139129525833175,156.66666666666666,218.0,388831386312021.3,2209714185728.0
814,question_6_aime_Qwen3-1.7B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.3430874622142129,326.6666666666667,360.3333333333333,519392255848106.7,2974991424682.6665
815,question_6_aime_Qwen3-1.7B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.383942239858383,93.33333333333333,177.66666666666666,137549780829440.0,799655496192.0
816,question_6_aime_Qwen3-1.7B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.48203760909504006,430.0,817.0,873163375814912.0,4959773734570.667
817,question_6_aime_Qwen3-1.7B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.2949127335294342,322.0,1113.6666666666667,615265546834176.0,3621182684074.6665
818,question_6_aime_Qwen3-1.7B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.26984841628575595,259.3333333333333,482.0,482248888447573.3,2863739581098.6665
819,question_6_aime_Qwen3-1.7B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.38793970238643416,293.0,293.0,414081547223381.3,2497791185493.3335
820,question_6_aime_Qwen3-1.7B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.19563677325856407,840.6666666666666,840.6666666666666,583942443753386.6,3549550654122.6665
821,question_6_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.13504353000831193,140.0,588.0,249325482106197.34,1012490298880.0
822,question_6_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.1419816538852501,190.66666666666666,834.6666666666666,306066092982101.3,1255672815616.0
823,question_6_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.26576028888654496,358.6666666666667,726.0,303222206616746.7,1263678298794.6667
824,question_6_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.1730819533451615,211.33333333333334,790.6666666666666,246668733907626.66,1014103007744.0
825,question_6_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.17703811989479482,260.6666666666667,1052.6666666666667,277780781071360.0,1239584635392.0
826,question_6_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.2765435206241658,311.6666666666667,579.0,334089999244629.3,1452054740821.3333
827,question_6_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.21755263592587784,188.33333333333334,630.3333333333334,272996532041216.0,1177018052949.3333
828,question_6_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.1607853779449088,201.0,540.0,234033382056960.0,1044237709141.3334
829,question_6_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.1651207097995351,183.0,756.6666666666666,228047511666517.34,1138653227008.0
830,question_6_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.17703811989479482,260.6666666666667,571.6666666666666,241479397871616.0,1148640761002.6667
831,question_6_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.15721127616644792,272.6666666666667,487.6666666666667,257741943225344.0,1208511683754.6667
832,question_6_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.15248072262691517,144.0,610.3333333333334,229519856877738.66,1080094099968.0
833,question_6_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.11917933737864848,229.66666666666666,352.0,277932956211541.34,1332553934677.3333
834,question_6_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.213599368842424,327.3333333333333,822.0,215291609902080.0,1082013192021.3334
835,question_6_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.20966177797747435,291.3333333333333,511.0,204731190211072.0,1014954433706.6666
836,question_6_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.09886301355346865,280.3333333333333,505.3333333333333,208967237090474.66,1090167098880.0
837,question_6_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.2033190088153991,283.3333333333333,571.3333333333334,214743784402944.0,1101748815530.6667
838,question_6_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.07875662108988764,150.33333333333334,248.66666666666666,135883651502762.67,743723100842.6666
839,question_6_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.19362254167216117,475.3333333333333,596.6666666666666,229091491881813.34,1227426367146.6667
840,question_6_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.23090053444350658,665.6666666666666,665.6666666666666,205167919945045.34,1108429413717.3333
841,question_7_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.1997422679995217,667.3333333333334,1331.6666666666667,2.3864738086465708e+16,144552495149056.0
842,question_7_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.22565431526909566,619.3333333333334,1558.0,2.0846944172033708e+16,125486098227370.67
843,question_7_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.18203146274748436,623.0,1303.6666666666667,2.358362641190622e+16,143548787608576.0
844,question_7_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.2067511789424612,619.0,1303.6666666666667,1.9819562869464916e+16,120128768035157.33
845,question_7_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.17556090336548333,801.0,981.3333333333334,2.2154495841138348e+16,135254898158762.67
846,question_7_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.29652715787742384,717.0,1459.0,2.0235549260690092e+16,123003962598229.33
847,question_7_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.18745512874917827,849.6666666666666,1026.0,1.9636139953550676e+16,119988122223104.0
848,question_7_aime_Qwen3-32B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.24213502761738812,623.0,959.6666666666666,1.616562972811247e+16,97781829796181.33
849,question_7_aime_Qwen3-32B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.1514279739568951,1010.0,1379.6666666666667,2.3778674686273876e+16,146286384700757.34
850,question_7_aime_Qwen3-32B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.253442656916751,850.3333333333334,1401.0,2.0334956420980396e+16,124976603460437.33
851,question_7_aime_Qwen3-32B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.17502255180454485,671.3333333333334,1476.3333333333333,1.6547949096254634e+16,101881796065621.33
852,question_7_aime_Qwen3-32B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.41528419810637457,814.6666666666666,3369.3333333333335,2.2944663280307028e+16,141758598109866.66
853,question_7_aime_Qwen3-32B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.27353814562585205,842.3333333333334,1617.6666666666667,1.6332241225091072e+16,101501670591658.67
854,question_7_aime_Qwen3-32B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.2067511789424612,619.0,942.6666666666666,1.786877244682735e+16,111482869968213.33
855,question_7_aime_Qwen3-32B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.1712652086717642,719.3333333333334,991.6666666666666,1.499268338114048e+16,93348279868586.67
856,question_7_aime_Qwen3-32B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.25519154422923374,1472.3333333333333,1866.6666666666667,2.0942243131562668e+16,131217056220330.67
857,question_7_aime_Qwen3-32B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.27197336979075354,876.0,1705.0,1.97670358473088e+16,123596231984469.33
858,question_7_aime_Qwen3-32B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.22024566242129137,721.6666666666666,906.3333333333334,1.5938670536162134e+16,100150223456768.0
859,question_7_aime_Qwen3-32B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.26076883272282886,1595.3333333333333,1595.3333333333333,2.3151292425476948e+16,146635778734762.66
860,question_7_aime_Qwen3-32B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.2772098516761536,1671.0,1671.0,1.7460163118601386e+16,110747679882581.33
861,question_7_aime_Qwen3-14B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.041591881611753624,111.33333333333333,473.3333333333333,2641555683830954.5,15858206020522.666
862,question_7_aime_Qwen3-14B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.0749307545460907,104.0,645.0,2568936745362944.0,15507300765098.666
863,question_7_aime_Qwen3-14B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.06396772751024633,115.0,558.0,2446330275378176.0,14764239245141.334
864,question_7_aime_Qwen3-14B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.05678528877091669,98.66666666666667,535.3333333333334,2385193404727040.0,14505242577664.0
865,question_7_aime_Qwen3-14B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.05556241780250951,118.33333333333333,419.0,2270632239703466.5,13819030493525.334
866,question_7_aime_Qwen3-14B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.08809103410149537,100.0,566.3333333333334,2303412087173888.0,14070695487488.0
867,question_7_aime_Qwen3-14B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.05941556424770748,122.66666666666667,427.3333333333333,2411270603685461.5,14806812258389.334
868,question_7_aime_Qwen3-14B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.04047652916110219,117.0,320.6666666666667,2238292345775530.8,13727551185408.0
869,question_7_aime_Qwen3-14B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.04211471088930598,114.66666666666667,424.3333333333333,2045913600150357.2,12566349854122.666
870,question_7_aime_Qwen3-14B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.047701283451893735,121.33333333333333,266.0,2232557043624789.2,13752428913408.0
871,question_7_aime_Qwen3-14B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.04130859963035522,107.66666666666667,255.0,2140498003795370.8,13215421346048.0
872,question_7_aime_Qwen3-14B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.048250462166646906,105.0,373.3333333333333,2042090559716352.0,12646449214293.334
873,question_7_aime_Qwen3-14B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.11018059188822366,144.66666666666666,423.6666666666667,2566051034812928.0,15835968411733.334
874,question_7_aime_Qwen3-14B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.03623347393445884,110.0,223.33333333333334,2076222176233130.8,12900828544682.666
875,question_7_aime_Qwen3-14B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.0592296111561888,136.66666666666666,292.0,2315953268268885.5,14509641607509.334
876,question_7_aime_Qwen3-14B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.07100047861105459,131.66666666666666,288.3333333333333,1752130085803946.8,10963401661525.334
877,question_7_aime_Qwen3-14B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.053181639180703434,236.66666666666666,638.0,2712864591572224.0,17001347609856.0
878,question_7_aime_Qwen3-14B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.08517656043537762,250.66666666666666,521.3333333333334,2465306555924821.5,15476034978730.666
879,question_7_aime_Qwen3-14B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.02569854988339741,171.33333333333334,171.33333333333334,1922990413577728.0,12148332155136.0
880,question_7_aime_Qwen3-14B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.059477127779758214,1620.3333333333333,1620.3333333333333,7743683996552021.0,48348191382357.336
881,question_7_aime_Qwen3-8B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.3114658629280602,698.3333333333334,1432.3333333333333,8857381532449024.0,47102529869056.0
882,question_7_aime_Qwen3-8B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.23305300140527574,771.3333333333334,1003.6666666666666,8796149784310869.0,47290196273834.664
883,question_7_aime_Qwen3-8B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.4278245185185459,884.3333333333334,2167.3333333333335,9565206965473536.0,50806494307754.664
884,question_7_aime_Qwen3-8B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.375629434774678,909.6666666666666,2413.6666666666665,9856034138986666.0,52789802089386.664
885,question_7_aime_Qwen3-8B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.375629434774678,909.6666666666666,1855.3333333333333,1.049925843142656e+16,56469012569088.0
886,question_7_aime_Qwen3-8B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.3100481085595658,1068.6666666666667,1382.6666666666667,9603931905286314.0,52632701676117.336
887,question_7_aime_Qwen3-8B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.3690865168104919,1120.3333333333333,3485.3333333333335,1.1031348426399488e+16,59876270267221.336
888,question_7_aime_Qwen3-8B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.3752913955298904,901.0,1806.3333333333333,8099475866951424.0,44211595236693.336
889,question_7_aime_Qwen3-8B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.3615566191310291,792.6666666666666,1155.3333333333333,8327566419173717.0,46436810999210.664
890,question_7_aime_Qwen3-8B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.3765823182887819,1134.0,3539.3333333333335,1.0569181226346922e+16,58572921059242.664
891,question_7_aime_Qwen3-8B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.40305684304939815,1617.3333333333333,4167.666666666667,1.3266450570869162e+16,73115408748032.0
892,question_7_aime_Qwen3-8B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.30375664149857545,975.0,1743.0,8363938044755029.0,47844401465600.0
893,question_7_aime_Qwen3-8B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.4337892843110464,1081.3333333333333,1582.6666666666667,1.0162535282121898e+16,57750065548544.0
894,question_7_aime_Qwen3-8B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.45474241574687596,1172.0,1654.0,9549503405513728.0,54767616462506.664
895,question_7_aime_Qwen3-8B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.40390513591506055,1470.0,2798.3333333333335,1.0788425181909504e+16,62355880874837.336
896,question_7_aime_Qwen3-8B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.4379942181838828,1350.0,1712.6666666666667,8755983286640811.0,51475433261738.664
897,question_7_aime_Qwen3-8B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.41095525652245074,1181.0,1508.6666666666667,8253234015915179.0,48742769538560.0
898,question_7_aime_Qwen3-8B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.30937283357435014,1835.3333333333333,2536.3333333333335,1.105142638940399e+16,65630739359146.664
899,question_7_aime_Qwen3-8B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.39964538932975285,2013.3333333333333,2743.0,8577205480043776.0,51528370005248.0
900,question_7_aime_Qwen3-8B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.24335924845166967,2259.3333333333335,2259.3333333333335,6215410167407701.0,37687353328213.336
901,question_7_aime_Qwen3-4B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.30992464018689064,617.3333333333334,1266.0,3510591317443925.5,16661081548629.334
902,question_7_aime_Qwen3-4B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.4727677136741861,729.0,2358.0,3673408869628245.5,17432287057749.334
903,question_7_aime_Qwen3-4B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.3402610679472818,584.0,1748.3333333333333,3421198528578048.0,16597528598698.666
904,question_7_aime_Qwen3-4B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.3333764857763583,654.6666666666666,1828.3333333333333,3602493512390485.5,17514209096704.0
905,question_7_aime_Qwen3-4B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.355064610077444,610.6666666666666,1441.3333333333333,3187755587119445.5,15857009158144.0
906,question_7_aime_Qwen3-4B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.2642892379943682,629.0,1248.6666666666667,3132669335447381.5,15648542815573.334
907,question_7_aime_Qwen3-4B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.31728447921075714,601.6666666666666,1749.3333333333333,3148564911249237.5,16124262362453.334
908,question_7_aime_Qwen3-4B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.37772342353344185,616.6666666666666,1975.0,2929729409944917.5,14922848776874.666
909,question_7_aime_Qwen3-4B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.34015825107220005,740.0,1571.3333333333333,3709251094368426.5,18849777252010.668
910,question_7_aime_Qwen3-4B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.39252696566360407,643.3333333333334,1272.3333333333333,2789399101326336.0,14615138866176.0
911,question_7_aime_Qwen3-4B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.3220869453237946,751.3333333333334,1319.0,3411146224715776.0,17761682662912.0
912,question_7_aime_Qwen3-4B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.43112517374962067,759.3333333333334,1431.6666666666667,3042550363816789.5,16354746219861.334
913,question_7_aime_Qwen3-4B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.3449182644691544,668.3333333333334,859.0,2770869995806378.5,14969024620544.0
914,question_7_aime_Qwen3-4B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.35207236334456765,1028.0,1268.6666666666667,3459099727467349.5,18601959861418.668
915,question_7_aime_Qwen3-4B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.35231703923476126,704.0,1227.0,2479446781914282.5,13687359707477.334
916,question_7_aime_Qwen3-4B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.34725719051329423,750.6666666666666,1152.6666666666667,2627426795586048.0,14748852233898.666
917,question_7_aime_Qwen3-4B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.3881866344353458,865.6666666666666,1318.0,2598235476535637.5,14627944840533.334
918,question_7_aime_Qwen3-4B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.2700664143348976,703.3333333333334,703.3333333333334,1976109625033216.0,11584877494954.666
919,question_7_aime_Qwen3-4B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.4071268938540964,1559.6666666666667,2012.0,3149587187466581.5,18182357135701.332
920,question_7_aime_Qwen3-4B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.2668750900542512,1636.3333333333333,1636.3333333333333,2277005124647765.5,13552541904896.0
921,question_7_aime_Qwen3-1.7B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.14789854229157096,188.33333333333334,587.6666666666666,412813584970154.7,2150113952000.0
922,question_7_aime_Qwen3-1.7B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.04972178366776548,94.0,682.0,408197414850474.7,2157603820288.0
923,question_7_aime_Qwen3-1.7B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.14789854229157096,188.33333333333334,950.3333333333334,429383564982101.3,2323316122624.0
924,question_7_aime_Qwen3-1.7B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.11368743595820689,177.0,682.6666666666666,389885354619562.7,2089514789973.3333
925,question_7_aime_Qwen3-1.7B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.11738144324893164,151.66666666666666,665.6666666666666,399271807438933.3,2173432735488.0
926,question_7_aime_Qwen3-1.7B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.11203664824010895,188.33333333333334,415.3333333333333,409243541177258.7,2235021196800.0
927,question_7_aime_Qwen3-1.7B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.11226246016636138,189.0,608.3333333333334,404813605361237.3,2250320009130.6665
928,question_7_aime_Qwen3-1.7B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.08327135599782394,115.66666666666667,341.0,341341617855914.7,1872642862421.3333
929,question_7_aime_Qwen3-1.7B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.049597491964411516,139.66666666666666,298.6666666666667,380016827964928.0,2107385342720.0
930,question_7_aime_Qwen3-1.7B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.07658912656588741,169.0,572.3333333333334,384402436214869.3,2198004997290.6667
931,question_7_aime_Qwen3-1.7B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.11975687677680869,122.0,402.6666666666667,401986926285653.3,2267030093738.6665
932,question_7_aime_Qwen3-1.7B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.08094595469135306,221.0,428.0,413182359768490.7,2377206492416.0
933,question_7_aime_Qwen3-1.7B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.04812875560087918,117.66666666666667,277.6666666666667,357325300431530.7,2037809700864.0
934,question_7_aime_Qwen3-1.7B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.1446769476341457,278.0,654.3333333333334,454227877248768.0,2591994979840.0
935,question_7_aime_Qwen3-1.7B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.05207942857386625,165.33333333333334,350.3333333333333,389602612846421.3,2200140895232.0
936,question_7_aime_Qwen3-1.7B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.05124866724484528,90.66666666666667,303.3333333333333,255502554824533.34,1529783546965.3333
937,question_7_aime_Qwen3-1.7B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.0788069610828038,333.0,465.6666666666667,477431195950762.7,2803333147477.3335
938,question_7_aime_Qwen3-1.7B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.04175086571785216,141.33333333333334,163.0,301153719271253.3,1807825257130.6667
939,question_7_aime_Qwen3-1.7B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.08973621520242601,344.6666666666667,545.3333333333334,435439751525632.0,2585100588373.3335
940,question_7_aime_Qwen3-1.7B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.13383583486512482,287.0,287.0,201249476911616.0,1228231978325.3333
941,question_7_aime_Qwen3-0.6B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.12335286089944075,198.33333333333334,981.3333333333334,210451796821162.66,774374554282.6666
942,question_7_aime_Qwen3-0.6B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.12197003885511894,171.66666666666666,826.0,204992070859264.0,757605831338.6666
943,question_7_aime_Qwen3-0.6B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.06924902521423507,108.33333333333333,813.3333333333334,186700414499498.66,702923032576.0
944,question_7_aime_Qwen3-0.6B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.11442303212991778,133.33333333333334,736.3333333333334,198764145675093.34,773300291584.0
945,question_7_aime_Qwen3-0.6B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.08159465095125971,205.0,789.0,182116478943232.0,720521355946.6666
946,question_7_aime_Qwen3-0.6B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.10127351053680872,138.33333333333334,646.3333333333334,168056785271978.66,663783739392.0
947,question_7_aime_Qwen3-0.6B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.10732908673988793,145.0,738.0,163384954786986.66,652958466048.0
948,question_7_aime_Qwen3-0.6B_QP13_CP1_BS1,13,1,1,3,1,0.0,0.11487609346508909,183.33333333333334,799.6666666666666,166633860552533.34,673247494144.0
949,question_7_aime_Qwen3-0.6B_QP12_CP1_BS1,12,1,1,3,1,0.0,0.12335286089944075,198.33333333333334,692.3333333333334,161986594801152.0,689637397845.3334
950,question_7_aime_Qwen3-0.6B_QP11_CP1_BS1,11,1,1,3,1,0.0,0.027946627385721363,94.66666666666667,314.0,153615610300757.34,662859924821.3334
951,question_7_aime_Qwen3-0.6B_QP10_CP1_BS1,10,1,1,3,1,0.0,0.06598284278886098,135.66666666666666,495.0,139473435721045.33,622673239381.3334
952,question_7_aime_Qwen3-0.6B_QP9_CP1_BS1,9,1,1,3,1,0.0,0.11591446265203974,165.0,633.3333333333334,132733368367274.67,571931030357.3334
953,question_7_aime_Qwen3-0.6B_QP8_CP1_BS1,8,1,1,3,1,0.0,0.046945507588637476,75.0,644.6666666666666,129347045948757.33,582694985216.0
954,question_7_aime_Qwen3-0.6B_QP7_CP1_BS1,7,1,1,3,1,0.0,0.03680876368199839,109.33333333333333,328.6666666666667,110456141601621.33,522503028736.0
955,question_7_aime_Qwen3-0.6B_QP6_CP1_BS1,6,1,1,3,1,0.0,0.0402381107645874,97.0,250.0,109802467070805.33,538282039978.6667
956,question_7_aime_Qwen3-0.6B_QP5_CP1_BS1,5,1,1,3,1,0.0,0.06598284278886098,135.66666666666666,464.0,107231725899093.33,539018348032.0
957,question_7_aime_Qwen3-0.6B_QP4_CP1_BS1,4,1,1,3,1,0.0,0.056736838791020004,97.33333333333333,293.6666666666667,82261525068288.0,417883206314.6667
958,question_7_aime_Qwen3-0.6B_QP3_CP1_BS1,3,1,1,3,1,0.0,0.0755390747481805,198.33333333333334,328.3333333333333,93404426611541.33,509130261504.0
959,question_7_aime_Qwen3-0.6B_QP2_CP1_BS1,2,1,1,3,1,0.0,0.04365574700087535,159.0,159.0,96862943899136.0,535163972608.0
960,question_7_aime_Qwen3-0.6B_QP1_CP1_BS1,1,1,1,3,1,0.0,0.02877500435308436,202.0,202.0,61404684431360.0,356054836053.3333
961,question_8_aime_Qwen3-32B_QP20_CP1_BS1,20,1,1,3,1,0.0,0.5353463494291895,1253.0,3845.6666666666665,2.61029943826531e+16,157312954016426.66
962,question_8_aime_Qwen3-32B_QP19_CP1_BS1,19,1,1,3,1,0.0,0.36749185513368615,1292.0,4581.666666666667,2.8208600230901076e+16,170916881453056.0
963,question_8_aime_Qwen3-32B_QP18_CP1_BS1,18,1,1,3,1,0.0,0.33664506876802475,1519.3333333333333,4863.333333333333,2.960140702867934e+16,180537335981056.0
964,question_8_aime_Qwen3-32B_QP17_CP1_BS1,17,1,1,3,1,0.0,0.49959005445808485,1273.3333333333333,2354.0,2.547840526775808e+16,155127878195882.66
965,question_8_aime_Qwen3-32B_QP16_CP1_BS1,16,1,1,3,1,0.0,0.43162594185976405,1370.0,3955.6666666666665,2.7832096343241556e+16,170481559389866.66
966,question_8_aime_Qwen3-32B_QP15_CP1_BS1,15,1,1,3,1,0.0,0.48755961697363975,1179.6666666666667,3118.6666666666665,2.5745474486289748e+16,158500156995242.66
967,question_8_aime_Qwen3-32B_QP14_CP1_BS1,14,1,1,3,1,0.0,0.41132492848632524,1062.0,3431.6666666666665,2.384842704182579e+16,145431305157802.66
